wait_time_ms,x_end,ringing_energy,crossing_rate,ptp_intensity,drift_score,noise_floor,max_slope,wave_id,pred_wait_time_ms,error_ms,abs_error_ms
9.21,1.0289789608436104,1.2997658636316642,0.01,0.1073516627313091,0.0030479777444987,0.0002317638327132,0.0055274920300245,16.0,9.170136,-0.039863548278809446,0.039863548278809446
3.22,0.9508914893040256,2.134992863382588,0.535,0.0015676357741916,6.92805828844012e-05,0.00027218352041,0.0240210979896303,17.0,2.9035246,-0.31647536277771016,0.31647536277771016
2.57,1.2659519573456317,2.330147816845012,0.51,0.0276320509170679,0.0002626607587417,0.0012740401120655,0.0193041002831191,18.0,2.5755544,0.005554370880127113,0.005554370880127113
8.53,1.3745358794580351,0.9985508307123628,0.01,0.1155318264950808,0.0082078206075226,0.0238773571217217,0.004358491680799,19.0,0.50674903,-8.023250966072082,8.023250966072082
2.44,1.238965874873727,2.6730320450334224,0.39,0.0012156290427669,4.601212096595697e-05,0.0002000011127936,0.0228857283786645,20.0,2.4576359,0.017635879516601616,0.017635879516601616
4.62,3.086195985207899,5.476678961316091,0.495,0.0337531063695513,0.0003883410164206,0.0030921052338012,0.0265459265741068,21.0,4.6119304,-0.00806962966918956,0.00806962966918956
0.0,1.127465104785822,1.5082129396056514,0.01,0.1326513680240857,0.018838550675517,0.0448025327121207,0.0058633620387624,22.0,-0.015151102,-0.015151102095842361,0.015151102095842361
3.3000000000000003,0.7566785299750712,1.2656158983452657,0.49,0.0201026580001196,3.621095640613304e-05,0.0001980406323203,0.0165567396553348,23.0,3.1225586,-0.17744140625000027,0.17744140625000027
8.5,1.0231223260741649,0.5509305849909456,0.005,0.0791778326801369,0.0,0.0,0.002328002327079,24.0,8.38111,-0.11888980865478516,0.11888980865478516
3.11,0.7426441809123557,1.2809969208682084,0.445,0.0171965593726446,0.0001146182399925,0.0001610651024868,0.0144282985818631,25.0,3.52322,0.4132200622558595,0.4132200622558595
0.0,1.4877711261433375,1.1574214006550487,0.02,0.0607134345626454,0.0060286424025542,0.0125281392080013,0.0039959290250175,26.0,0.059690442,0.0596904419362545,0.0596904419362545
7.85,1.1301288753453589,0.6939282320043949,0.0,0.0,0.0,4.440892098500626e-16,0.0037572054427466,27.0,6.9236097,-0.9263902664184567,0.9263902664184567
5.44,1.6363279746306898,2.658896241745996,0.505,0.0370947393537051,0.001448674412487,0.0058542997234182,0.0281791632065167,28.0,5.3490353,-0.09096473693847695,0.09096473693847695
1.73,0.6746818449026514,1.0321820932772097,0.49,0.00085885670618,3.889225110510264e-05,0.0001538292018221,0.0111621156969694,29.0,1.8377283,0.10772826194763185,0.10772826194763185
3.54,2.839120260907245,6.7097922226580256,0.46,0.0939910346347763,0.0024343731361035,0.0135880393144889,0.0635846577263148,30.0,3.57446,0.034460029602050746,0.034460029602050746
1.85,1.6009390342418135,2.513099091592642,0.505,0.0019575159552669,8.877784557628665e-05,0.0003553330079814,0.0275633196322003,31.0,1.9241538,0.07415380477905265,0.07415380477905265
3.22,1.345214914102431,1.8274882931164824,0.505,0.0022281473836069,5.669491674969329e-05,0.000361777221788,0.0292746939607639,32.0,3.182619,-0.03738090515136738,0.03738090515136738
0.0,3.175855225323959,0.4274184457453671,0.005,0.1031674615725548,0.0019625662110308,0.0185535876341494,0.000728588219105,33.0,0.03985645,0.0398564487695694,0.0398564487695694
0.0,0.8802774493137637,0.2009525705530621,0.005,0.036917241892225,0.0005924834675107,0.0023846862573407,0.0003288289049963,34.0,0.053277887,0.053277887403964996,0.053277887403964996
0.0,1.0087155148562417,0.0725740174776752,0.005,0.018670302337377,0.0003177456735531,0.0030835175681761,0.0001764874309436,35.0,0.0075197285,0.0075197285041213036,0.0075197285041213036
2.61,2.048925266990977,2.579794278366024,0.48,0.0314901270313705,0.0016094092987784,0.0053794331122191,0.0194229817669815,36.0,2.5740855,-0.03591452598571765,0.03591452598571765
0.0,3.112622609342011,0.1735230997813936,0.005,0.040472541694295,0.0005637761157456,0.0059626248836235,0.0003823468736712,37.0,0.010737335,0.010737335309386253,0.010737335309386253
4.8100000000000005,2.847582150810165,6.820080867268282,0.52,0.0421746324729159,0.0008245059580263,0.0056696587612833,0.0351833915019335,38.0,4.6632943,-0.14670568466186573,0.14670568466186573
1.94,1.3210195212009637,2.655539194932949,0.55,0.0330844411847748,0.0005992540357729,0.0046684568478921,0.0329354734316313,39.0,1.9648877,0.02488773822784429,0.02488773822784429
5.14,2.507530418310332,0.431421463941481,0.005,0.0702715057245977,0.0020375985609904,0.0160156156854561,0.0008338165337531,40.0,0.32176197,-4.818238034248352,4.818238034248352
3.28,0.6384376536219504,1.052057537253201,0.48,0.0094235893165478,7.090609087957111e-05,0.0002685059360828,0.0098719567807243,41.0,3.4399803,0.15998026847839375,0.15998026847839375
1.04,1.5327738754552729,0.450167548598237,0.01,0.0511538309220154,0.0035425517282814,0.0185800451583113,0.0025086874676623,42.0,0.08565546,-0.9543445417284966,0.9543445417284966
0.0,0.5082714405830762,0.0472363951008821,0.005,0.0076668927131712,0.0001885189042132,0.0018694365310785,8.548793209528505e-05,43.0,0.0075762304,0.007576230447739363,0.007576230447739363
0.0,3.136933952303845,0.2610107774583046,0.005,0.0613151651338133,0.0007748782553245,0.0082666927971085,0.0004371018977202,44.0,0.0045955917,0.004595591686666012,0.004595591686666012
2.05,2.1014708628851384,3.622150799882352,0.45,0.0675745454824499,0.0003492676058188,0.0017012934235286,0.051883746903143,45.0,2.0880816,0.03808159828186053,0.03808159828186053
5.19,1.2745611888417805,11.075051249346638,0.51,0.0211838663353491,0.0007054992208348,0.0029573649016018,0.0989122077678251,46.0,5.065658,-0.1243419075012211,0.1243419075012211
3.62,2.611620665800339,3.8943700974715902,0.485,0.0323045232117253,0.0001961637453474,0.0007587647604668,0.0441422799547841,47.0,3.5639246,-0.05607544898986827,0.05607544898986827
0.0,1.0322789247661026,1.0122647973074472,0.01,0.1165576414153393,0.0103774481193506,0.0404673690917778,0.0048979735689216,48.0,0.09390825,0.09390825033187866,0.09390825033187866
9.16,2.628603658368746,2.749241462123422,0.01,0.4702382748579898,0.0048025202759442,0.0,0.0133235376760807,49.0,9.164927,0.00492652893066392,0.00492652893066392
0.0,2.772708520875483,4.457553069987217,0.01,0.3680505721398321,0.0351934353129457,0.1078692768394089,0.0196876008236572,50.0,0.025373546,0.0253735464066267,0.0253735464066267
5.08,1.4479076075796284,2.118488654631448,0.475,0.0353541068008074,0.0007545300842013,0.0046607484613906,0.0219014787577731,51.0,5.035486,-0.04451377868652351,0.04451377868652351
1.13,2.1116609748398645,3.951400391742832,0.505,0.0409327153555718,0.0007349775209387,0.0060858128771505,0.0306163956222368,52.0,1.171912,0.04191195487976085,0.04191195487976085
0.0,1.0987583879281326,0.7460861050325706,0.005,0.1051410376829683,0.0106918709743587,0.0312190713110684,0.0039160899493857,53.0,0.059970688,0.059970688074827194,0.059970688074827194
2.85,3.4984913317325628,10.692258517010082,0.485,0.076461804369881,0.0014601493498067,0.0116470363541663,0.0490366051951078,54.0,4.571916,1.721916103363037,1.721916103363037
2.33,1.6121052221174386,3.935442666166784,0.505,0.0015023352950578,5.164988391211489e-05,0.000261594582823,0.0292955050311951,55.0,2.2252693,-0.10473068237304695,0.10473068237304695
0.0,3.109110041674249,0.309538766716444,0.005,0.080682814742711,0.0011326376993031,0.0115785173085904,0.0005038660646445,56.0,0.084368,0.08436799794435501,0.08436799794435501
0.0,0.9353156578126998,0.2176653386364873,0.01,0.0302935099238411,0.0011361738097715,0.0043383615515172,0.0003470144602566,57.0,0.010176316,0.010176315903663635,0.010176315903663635
2.04,2.360426647358298,5.230200346315845,0.62,0.0588859997748327,0.0013833220055075,0.0102941291192014,0.0446345052387529,58.0,2.0228631,-0.0171368503570557,0.0171368503570557
1.23,1.1116556576962755,3.032306964485225,0.445,0.018765624018513,0.0008212794831908,0.0030848185316312,0.0982319577422899,59.0,1.2254453,-0.004554729461669904,0.004554729461669904
3.53,0.5942563272957255,1.594795085185674,0.54,0.0137276463419729,0.0005969637797914,0.0025021861690773,0.0138199861615793,60.0,3.659066,0.12906596183776875,0.12906596183776875
0.0,1.5484990336097098,0.1467270189832368,0.01,0.0175335915620711,0.0006044145302103,0.0023632536126396,0.0003029709018234,61.0,0.009975173,0.009975172579288483,0.009975172579288483
1.93,1.7800834229104234,3.845525158346273,0.53,0.0030185860620923,0.0001051849104905,0.0005612184563918,0.0433231515300585,62.0,2.0250494,0.09504944801330573,0.09504944801330573
3.98,3.024557441894105,11.793170222153204,0.495,0.0024936595353781,9.554851339228954e-05,0.0003604557734586,0.0566738226313483,63.0,3.9687371,-0.011262874603271467,0.011262874603271467
3.83,0.8272007111652676,2.6015366570802323,0.61,0.0006762776231362,2.171969671311058e-05,0.0001178743826117,0.0119088770743778,64.0,3.9193232,0.0893232059478759,0.0893232059478759
7.87,3.177326217765501,0.8486590690454259,0.01,0.1208808018544322,0.0040493936053659,0.014330526113205,0.0015116268786994,65.0,0.6538537,-7.216146285533905,7.216146285533905
0.0,1.9524668818262367,0.2231056042486425,0.005,0.0568992400995678,0.0007032945969483,0.0072153141240618,0.0003566698808885,66.0,0.013477535,0.013477534987032413,0.013477534987032413
2.15,2.0939232672706027,5.907389841879377,0.44,0.0027178879595104,0.0001115676915499,0.0005389524846939,0.054734238632395,67.0,2.2431047,0.0931046962738038,0.0931046962738038
0.0,3.224222709676489,1.318169102626248,0.015,0.0958282099189005,7.899836107906566e-05,0.0006408203582896,0.0076152816807693,68.0,0.016881924,0.016881924122571945,0.016881924122571945
7.28,3.026643800526199,2.593835710041252,0.0,0.0,0.0,8.881784197001252e-16,0.0113805577486107,69.0,7.193267,-0.08673313140869165,0.08673313140869165
7.67,3.3479986776718285,3.2961697251110422,0.0,0.0,0.0,8.881784197001252e-16,0.0174367935665982,70.0,7.348455,-0.3215450477600097,0.3215450477600097
5.03,1.069845213746955,2.4510089468396785,0.525,0.030198170021112,0.0007762304768811,0.0055710804735183,0.0225130746345727,71.0,4.9873004,-0.04269960403442408,0.04269960403442408
3.5500000000000003,2.558705418086379,5.56074200061629,0.505,0.0373440751905462,0.0004114614929274,0.001810755889487,0.0334358848396743,72.0,3.545647,-0.004353094100952415,0.004353094100952415
9.31,0.5317251200907733,1.0306247812037876,0.01,0.1029433728680145,0.0039375216728444,0.0150503516241494,0.0039541245183672,73.0,9.312515,0.0025152587890620026,0.0025152587890620026
5.04,0.7148929436680497,1.8837783832695945,0.46,0.0138601159764343,0.00072587115721,0.0020341076504884,0.0119192146978823,74.0,3.7598429,-1.2801571273803711,1.2801571273803711
8.1,2.100392761253889,1.1943826293832482,0.005,0.067268974401156,0.0060426996754796,0.0175528450480897,0.0064374984573443,75.0,0.6317744,-7.468225574493408,7.468225574493408
2.1,2.1225034946227512,3.597200307879018,0.495,0.0020683472068983,8.167901927715881e-05,0.000385990806873,0.0598510271526535,76.0,2.2882562,0.18825616836547843,0.18825616836547843
0.0,3.137116145166432,0.5830812763606921,0.01,0.0694238411224219,0.0031548198839364,0.0147353725681102,0.0009825938874441,77.0,0.08494004,0.08494003862142563,0.08494003862142563
0.0,1.8853828846029763,0.2318646325074234,0.01,0.0342708112990364,0.000916098735709,0.0027423953288383,0.0005084213765207,78.0,0.009730578,0.009730578400194645,0.009730578400194645
7.26,2.943274214323909,1.7635353427259082,0.015,0.1334626818929303,0.0068706251538137,0.0247923095754234,0.0084484467200329,79.0,0.36526984,-6.894730160236358,6.894730160236358
3.23,1.7738475662685271,2.677538235529823,0.47,0.029765469943209,0.0010517870841964,0.0043038034223879,0.0213305291801522,80.0,3.1912227,-0.038777332305908185,0.038777332305908185
8.61,0.6036185800222024,0.6770555321747131,0.005,0.0897960234373026,0.0,0.0,0.0028734194981371,81.0,8.445107,-0.16489253997802678,0.16489253997802678
0.0,2.130474838613257,0.1649723711114705,0.01,0.0145762720904962,0.0004505386457042,0.0017132796336407,0.0004481694072278,82.0,0.012287014,0.012287014164030552,0.012287014164030552
2.04,1.1370309111863215,1.5293673089962052,0.55,0.0157651952582447,5.731981420779464e-05,0.0002712139827285,0.0169795630572369,83.0,2.0795584,0.03955837249755856,0.03955837249755856
8.52,1.2829073062547882,0.6965069122985561,0.005,0.116637305008342,0.0,0.0,0.0032672776759166,84.0,8.42217,-0.09783031463623004,0.09783031463623004
0.0,2.5507681766584143,4.898642090242858,0.01,0.4910738778660879,0.0627353833465055,0.1514503993078481,0.0245445447182408,85.0,0.00579721,0.005797210149466991,0.005797210149466991
2.04,0.9106451039929608,1.4082551665161704,0.465,0.001057573289554,4.232723068809285e-05,0.0001938577892641,0.0172342200117163,86.0,2.089494,0.04949398994445797,0.04949398994445797
0.0,2.95104157992318,0.4942018650865147,0.005,0.0939157265921948,0.0019245986171792,0.0195968232929239,0.0008918441103951,87.0,0.18476324,0.18476323783397675,0.18476323783397675
2.54,1.6442745460607393,3.452410923971118,0.53,0.050462555911074,0.0010680588883389,0.0045447240188023,0.0298002035600792,88.0,2.6017003,0.06170030593872067,0.06170030593872067
0.0,3.1931819944223854,1.8005230555037317,0.01,0.3127706590188217,0.0303877305341485,0.1012036402423301,0.0135289813829917,89.0,0.03680153,0.036801528185606,0.036801528185606
0.0,2.420343131064082,3.036162173139977,0.01,0.4201206348587565,0.041185908386645,0.142324251232038,0.0159261208044552,90.0,0.010217725,0.010217725299298763,0.010217725299298763
2.87,2.0460681756016044,5.216228825072297,0.485,0.0034965071669423,0.0001618015515997,0.0005605987712296,0.0310927555336362,91.0,2.801879,-0.06812107086181651,0.06812107086181651
1.68,1.5540966209867109,2.632776252202962,0.49,0.0013974742500184,7.664084077199762e-05,0.0002571437684198,0.0254781069365281,92.0,1.7146583,0.03465826034545905,0.03465826034545905
9.21,1.8587202662502744,1.8573561601548887,0.01,0.1855886460939781,0.0052369656347472,0.0041835802347566,0.0070563109388936,93.0,9.207389,-0.002611122131348509,0.002611122131348509
4.33,2.892857093120854,5.647946723978457,0.54,0.0440735263842348,0.0001193457896377,0.0004871272533346,0.045606559980078,94.0,3.5055106,-0.8244894313812257,0.8244894313812257
0.0,1.738255554493355,1.5413354398498091,0.02,0.1095530914267703,0.0180909461547109,0.0332694372377608,0.0060238575018347,95.0,0.008978365,0.008978364989161491,0.008978364989161491
0.0,1.1288065544459307,0.1922411981633989,0.01,0.0281565507322305,0.0009789997577121,0.0078102598861859,0.0002979891044139,96.0,0.0055992804,0.0055992803536355495,0.0055992803536355495
9.26,0.8880683795699952,1.5081889225392504,0.01,0.1224148539949537,0.0036190818454906,0.0040500940078166,0.008212085948587,97.0,9.284599,0.024599304199218963,0.024599304199218963
2.11,2.1085020638353225,5.246350854600635,0.52,0.002006450658309,0.0001021854281572,0.0003776636893174,0.1143777395282952,98.0,2.1121168,0.002116813659668093,0.002116813659668093
8.21,2.637498835051072,1.1022933813442766,0.005,0.0991965900698379,0.0,4.440892098500626e-16,0.0045150962595519,99.0,8.092036,-0.11796375274658288,0.11796375274658288
1.72,3.4285505851280287,5.226853830799604,0.495,0.0030605518464561,7.01220365849986e-05,0.000514387198697,0.0405955289337479,100.0,1.7607859,0.04078593730926516,0.04078593730926516
