wave_id,wait_time_ms,spike_rate,x_end,std_all,ringing_energy,max_rolling_std_half,std_tail_50,max_dev_tail_50,mid_to_tail_ratio,crossing_rate,drift_score,max_slope,is_zero,pred_wait_time_ms,error_ms,abs_error_ms
11.0,0.0,0.0833333333333333,2.610333474556369,0.1231448775196493,1.494665639612999,0.0077592301672182,0.0003146371905217,0.001285298371989,24.66080215612877,0.495,6.561380493321334e-05,0.032282721740962,1,0.0,0.0,0.0
12.0,0.0,0.3133333333333333,2.051605575399833,0.1032522450596028,2.896001512077966,0.0143486798806044,0.0046018499125172,0.0228631107743231,3.118023628617638,0.475,0.0032467155884657,0.0554180498288716,1,0.0,0.0,0.0
13.0,0.0,0.0833333333333333,3.1411710672487674,0.0711041136540863,1.739586096603258,0.1037718619239248,4.440892098500626e-16,0.0,103771815.83998118,0.005,6.87220610742223e-07,0.0083288403179162,1,0.0,0.0,0.0
14.0,0.0,0.18,3.4398004230769303,0.1794374174680463,2.369751617183272,0.0091051033551634,0.0009058707129639,0.0020104019776665,10.051206175068602,0.51,0.0001836654887064,0.032564144484497,1,0.0,0.0,0.0
15.0,0.0,0.1966666666666666,2.3504431251866844,0.0542668634014725,1.7148329230936952,0.0065012489949843,0.0003257677811942,0.0012855220073597,19.956636026172447,0.56,7.49112668515295e-05,0.0266547891186692,1,0.0,0.0,0.0
16.0,0.0,0.2233333333333333,0.7032448732268382,0.115832915872602,1.0411036524662785,0.002804433581464,0.0001120778343483,0.0002486360015999,25.021973129619585,0.51,0.0001948788124585,0.0117481902551399,1,0.0,0.0,0.0
17.0,0.0,0.22,2.1121330785101016,0.2404837995938824,4.922782853192458,0.0114832899651609,0.0005539285015077,0.0018417816778728,20.7305982691014,0.505,0.0001143460287884,0.0792694958280851,1,0.0,0.0,0.0
18.0,0.0,0.2833333333333333,0.997734331212569,0.1416986849226243,2.550683529991705,0.003953688833019,0.0002413217674918,0.0006992136734588,16.38340581831865,0.515,0.0005176447372528,0.0143300763913992,1,0.0,0.0,0.0
19.0,6.5200000000000005,0.04,1.5230963540690152,0.1863363290640236,3.111110797061287,0.0086854411543079,0.0003108709499435,0.0011200306215912,27.938967011614768,0.535,6.429713248967239e-05,0.0450365639192972,0,1.7736689796588911,-4.74633102034111,4.74633102034111
20.0,0.0,0.0833333333333333,1.409993376816133,0.0238080858822175,0.8192748297703552,0.044143021685858,0.0,0.0,44143021.685858026,0.01,0.0319369472936651,0.0066819467235139,1,0.0,0.0,0.0
21.0,0.0,0.2,0.8608057349166786,0.2073590485332458,1.679255581081887,0.003791715527503,0.0002790389819905,0.0008525593141818,13.588430949766526,0.485,0.0001076893731017,0.0171002039880909,1,0.0,0.0,0.0
22.0,0.0,0.24,1.9256174180310908,0.1261545392672372,4.081168240021418,0.0119123705168601,0.0004627286872243,0.0012386592640063,25.74369193451816,0.495,8.235915360530033e-05,0.0429438125563705,1,0.0,0.0,0.0
23.0,0.0,0.2466666666666666,1.768141097320338,0.2867602867101075,3.0110895527150863,0.0090801633065841,0.0004013796458727,0.0011131753992135,22.62232471832505,0.49,8.149117709183251e-05,0.0380887898222268,1,0.0,0.0,0.0
24.0,3.0700000000000003,0.01,2.3604556101031213,0.1072174288598582,2.5357045985876905,0.0003774494757629,0.0003416308397497,0.0013323854652931,1.1048427922863036,0.485,6.693335900334051e-05,0.019204408550757,0,1.779810219990895,-1.2901897800091053,1.2901897800091053
25.0,0.0,0.33,1.1115299102434222,0.0490441416371191,0.9478976514242884,0.0049181355869139,0.0001219939524351,0.0002917770368209,40.31425471909976,0.48,2.8038750839267657e-05,0.0250202622108142,1,0.0,0.0,0.0
26.0,0.0,0.1433333333333333,1.146120012412396,0.1905890807493392,1.5256881322018223,0.001811235785808,0.0013803036589199,0.0034538976716937,1.3122000089641124,0.425,0.0003686250999379,0.0193333800118493,1,0.0,0.0,0.0
27.0,0.0,0.1366666666666666,2.45999477591458,0.2890508986925726,3.103163481959873,0.006294420606707,0.0002860400712186,0.0011156510435657,22.00530357367872,0.495,6.674276224268194e-05,0.0901617591065758,1,0.0,0.0,0.0
28.0,0.0,0.2266666666666666,1.8051190226559048,0.0924001649822043,2.778880641201452,0.0064114086547372,0.0012874963898109,0.0063254758374562,4.979744973058644,0.455,0.0014133933098027,0.0315346861411067,1,0.0,0.0,0.0
29.0,0.0,0.0833333333333333,1.6184307578596302,0.0364691616301031,1.2578502386898816,0.04882209691486,2.220446049250313e-16,0.0,48822086.07417923,0.005,0.0,0.0077964707676352,1,0.0,0.0,0.0
30.0,0.0,0.0833333333333333,2.5778451486668943,0.0835839399833924,2.557110994114306,0.1427305488660756,4.440892098500626e-16,0.0,142730485.4810071,0.01,0.100931949158114,0.0144382228391788,1,0.0,0.0,0.0
31.0,0.0,0.1833333333333333,0.8271485974860646,0.0668883345962993,1.8701153368026828,0.0026487922285836,0.0001361108587235,0.0003180670510489,19.460407442997784,0.55,0.0005365487889859,0.0128480574863939,1,0.0,0.0,0.0
32.0,0.0,0.1933333333333333,3.2154834959862084,0.5595019170474735,7.822131106087452,0.057452627077355,0.0007754213813542,0.0027867522387867,74.09204126532208,0.505,0.0001240199274755,0.0685832165885793,1,0.0,0.0,0.0
33.0,0.0,0.1666666666666666,3.048113439965608,0.0381395652299382,0.2736251834209948,0.0126035026116751,0.0007166243587789,0.00242293496383,17.587296426614873,0.005,0.0024670077009103,0.0004929076192397,1,0.0,0.0,0.0
34.0,5.51,0.0233333333333333,1.937098013442675,0.4564925676195682,8.467370352343929,0.0092320096108917,0.0060352923996006,0.0175558369818926,1.529670390424203,0.475,0.0018366084432826,0.0679761266809401,0,1.5423717004811213,-3.9676282995188785,3.9676282995188785
35.0,0.0,0.0866666666666666,0.9446422351748625,0.0138559475083892,0.0901313613462239,0.0038695417470181,0.0018832418556658,0.0063569966325459,2.0547226478923712,0.005,0.00265258059334,0.0002026661921493,1,0.0,0.0,0.0
36.0,0.0,0.2133333333333333,1.1674821771138657,0.0693763245293706,1.7965182567382123,0.0123990272402397,0.0035169284094245,0.0096031414433606,3.525526331865929,0.475,0.0009473763525847,0.0105128613524527,1,0.0,0.0,0.0
37.0,0.0,0.2833333333333333,2.455616990299571,0.2681898842579213,6.518715529313116,0.011574033409093,0.0007636882844916,0.0018548345958357,15.15542203370956,0.52,0.0014719282075742,0.0343792204478266,1,0.0,0.0,0.0
38.0,0.0,0.18,3.347843111624094,0.5718504712394059,7.441438541538517,0.0231326536433201,0.0005538859725676,0.0013603113656386,41.76421325831736,0.51,0.0017212286049135,0.0404200735206417,1,0.0,0.0,0.0
39.0,0.0,0.2,1.070109194125708,0.0796126279187506,1.088760510489567,0.005819582703851,0.0018217426447392,0.0044746086476243,3.1945124225665373,0.48,0.0003283971005118,0.0081649469465179,1,0.0,0.0,0.0
40.0,0.0,0.22,1.5014929382633058,0.0567322964750056,1.4918454456487449,0.0044814187481263,0.0003052992722435,0.0010863134297913,14.678725030914173,0.505,0.0004848787428802,0.0152806879715634,1,0.0,0.0,0.0
41.0,0.0,0.0833333333333333,1.8679555661955016,0.008659165238563,0.1355389411310008,0.0056286725631412,0.0025662233316065,0.0086069183082155,2.193367311585559,0.005,0.0035698101527912,0.0002671432017227,1,0.0,0.0,0.0
42.0,0.0,0.1666666666666666,1.4343483926392595,0.0234245874136669,1.2442382107312695,0.0283731167568705,0.0225911301184167,0.0649085189238733,1.255940510820206,0.015,0.0104448686824873,0.009575471655165,1,0.0,0.0,0.0
43.0,4.29,0.02,2.374023469865644,0.5036063915283435,4.455831697994601,0.0068188199760225,0.0003640862486857,0.0009377687485438,18.728532791620943,0.465,0.0001134726198971,0.0656295931203493,0,1.5353289822403744,-2.754671017759626,2.754671017759626
44.0,0.0,0.0833333333333333,1.933640315147907,0.0187173149156208,0.2102524645540076,0.0092221282955855,0.0044990907493415,0.0151772759287653,2.0497755567965945,0.01,0.0038978425429265,0.0003442059422291,1,0.0,0.0,0.0
45.0,0.0,0.2533333333333333,2.1222893451698,0.1398525568829879,1.9438464643204827,0.0111416105992526,0.0002743506690814,0.0010493016723098,40.61069005541874,0.48,0.0013894625640628,0.0534072849120916,1,0.0,0.0,0.0
46.0,0.0,0.2366666666666666,3.1278812180887643,0.1393919915477651,3.7814489350768743,0.0122864439860404,0.0004538255171722,0.0013626880227128,27.072997106020917,0.515,0.001643122066468,0.0510472197192073,1,0.0,0.0,0.0
47.0,0.0,0.33,3.4312171912758136,0.3835514731236153,6.655330344208505,0.0176760581639954,0.0005992546358327,0.0016429315662125,29.49669073938996,0.505,0.0004184840086047,0.0499972826458559,1,0.0,0.0,0.0
48.0,0.0,0.22,0.7347596174170469,0.0201094667345457,1.376819111394292,0.0255014347158946,1.1102230246251563e-16,0.0,25501431.884667,0.02,0.0102539313561708,0.0082831033422314,1,0.0,0.0,0.0
49.0,4.34,0.0066666666666666,0.8749383958837074,0.0578021782835583,1.435416147231832,0.0013247088781852,0.0001168293624527,0.0003002717772596,11.338738067524304,0.5,3.184635082951637e-05,0.007528999511528,0,1.7777410393779198,-2.56225896062208,2.56225896062208
50.0,0.0,0.09,1.946897489275392,0.0259183973547886,0.3828881665837194,0.0162225065974667,0.0084188442197045,0.0283021881485252,1.9269277643325204,0.01,0.0069655719921826,0.0006585498087223,1,0.0,0.0,0.0
51.0,0.0,0.0833333333333333,2.3399233961662484,0.0434178078062315,0.3044592239476351,0.0130254550300214,0.0050554145960315,0.0171497033745766,2.576534961882531,0.005,0.0082963915645132,0.0006866016769597,1,0.0,0.0,0.0
52.0,0.0,0.0833333333333333,2.162479844377324,0.0831553627355445,2.1256536263600347,0.1245779866984129,0.0,0.0,124577986.69841293,0.01,0.0082265304855046,0.0114527402699842,1,0.0,0.0,0.0
53.0,0.0,0.1666666666666666,1.1371860441882955,0.011921295255887,0.5911954907396133,0.0145489838885345,0.0167169155720392,0.0487774821860456,0.8703150384125977,0.015,0.0073692766296071,0.0030220977512096,1,0.0,0.0,0.0
54.0,0.0,0.2966666666666667,2.7339737806623665,0.0716437992370851,3.3578345542089307,0.0114490197425599,0.0007665199121121,0.0027881271962484,14.936343629571468,0.495,0.001157237523351,0.0372431044675245,1,0.0,0.0,0.0
55.0,0.0,0.2,3.329744270974183,1.0654640972440084,8.561259241591369,0.0130400510462681,0.0006268009034313,0.0020461126511781,20.804102500140623,0.505,0.0013738054525418,0.0672009629294914,1,0.0,0.0,0.0
56.0,0.0,0.2266666666666666,1.4885293242664268,0.0246167698006719,1.812274975989446,0.0257615359811987,0.0324442972051952,0.101272210837028,0.7940235235870675,0.02,0.0107703632210449,0.0091471462918157,1,0.0,0.0,0.0
57.0,0.0,0.0833333333333333,3.282738504927425,0.0364405972919588,0.5700601458329508,0.0237943892362201,0.0095419678106586,0.0319093877903711,2.4936561529776826,0.005,0.015412984976363,0.0008973804117804,1,0.0,0.0,0.0
58.0,0.0,0.1666666666666666,1.169909748534806,0.0320699886230621,2.8882157086981977,0.0400933370888403,0.0403019662717022,0.0953740766421435,0.994823325088439,0.015,0.0132005035780827,0.0158956794403593,1,0.0,0.0,0.0
59.0,0.0,0.1633333333333333,1.6438836726602803,0.1007751393193728,1.2749764285282772,0.0068208660238755,0.0003921330772781,0.0013232081625786,17.394219016159948,0.495,8.645903064047556e-05,0.027635859211833,1,0.0,0.0,0.0
60.0,0.0,0.0833333333333333,3.1931819944223854,0.1233106465499447,3.3073552332479528,0.1870833608104587,0.0,0.0,187083360.8104587,0.01,0.0773619393628117,0.0132772367656293,1,0.0,0.0,0.0
61.0,0.0,0.1666666666666666,2.602837627522906,0.0522514060247513,0.5352550685585844,0.024137484179157,0.007535688416645,0.0253305803970862,3.203089039981044,0.01,0.005150972617645,0.0009297013472386,1,0.0,0.0,0.0
62.0,0.0,0.1666666666666666,2.595869444386791,0.0267401452692551,0.3412366885046425,0.0150392085756861,0.0009258293725261,0.0034145973642765,16.24402160695031,0.005,0.0055838262134979,0.000608178393068,1,0.0,0.0,0.0
63.0,0.0,0.1666666666666666,1.492976893351161,0.0555225587863549,2.8723801312862007,0.0699158214821788,0.0561241359478357,0.1683163588808731,1.2457353517464638,0.02,0.0192065066911447,0.0159870820311185,1,0.0,0.0,0.0
64.0,0.0,0.1466666666666666,1.9687286021926305,0.1194619994880255,3.5799476298654507,0.0101266574295791,0.0002977571548597,0.0010764310425388,34.009672831122145,0.61,4.557766100565353e-05,0.0286811122703709,1,0.0,0.0,0.0
65.0,0.0,0.1933333333333333,1.4504616360283376,0.051036454364516,1.5767845664430349,0.0046901247309191,0.0002995544966816,0.001286744186858,15.656947653688423,0.45,0.0003842301069503,0.0167515952087686,1,0.0,0.0,0.0
66.0,0.0,0.25,2.8917945842217194,0.5842778269979243,5.86334417831295,0.0399848393328405,0.0004233223765522,0.0019254458842947,94.45459794471002,0.49,0.0009172611673434,0.0617686641219488,1,0.0,0.0,0.0
67.0,0.0,0.25,1.7384178971099404,0.0958013686938154,2.0680882323144445,0.0102437133276963,0.0004289050964335,0.0010904055620084,23.883347457348364,0.44,9.455168881224107e-05,0.0430277198703261,1,0.0,0.0,0.0
68.0,3.49,0.0366666666666666,2.978447220656972,0.1133892574262945,4.247475577205459,0.006382343516581,0.0046964792232855,0.0122229281155408,1.358963141149163,0.435,0.0017309163715737,0.0217045299162799,0,1.613059587562176,-1.8769404124378242,1.8769404124378242
69.0,0.0,0.2833333333333333,1.3777339133804318,0.1061680553028117,2.63432796986564,0.0150487107874892,0.0002537488395924,0.0007563666891328,59.30530167686822,0.535,5.246407956178034e-05,0.0174561986367858,1,0.0,0.0,0.0
70.0,4.48,0.07,1.79405678830272,0.4590882367401617,3.1695180783464725,0.0045150109757635,0.0003819524823963,0.0012805225243626,11.820839929083242,0.515,6.454242573035396e-05,0.0274480368033664,0,1.5724360823162626,-2.9075639176837376,2.9075639176837376
71.0,0.0,0.36,1.9647499012454848,0.0992248013305558,3.1287557578772525,0.0137799818279445,0.0003314718034424,0.0007949866721723,41.57198323613177,0.495,0.0010247129522809,0.0542030252523688,1,0.0,0.0,0.0
72.0,1.98,0.0433333333333333,0.6995938745658355,0.0657893374000019,1.183950278063027,0.0020143176236927,7.501387562783621e-05,0.0002041257377454,26.852242396377857,0.505,1.733442388939799e-05,0.0342479023739108,0,1.7558917866862744,-0.22410821331372555,0.22410821331372555
73.0,2.0,0.03,3.4294694334952776,0.1288146846788142,3.296101375698389,0.0163803486383238,0.0008628656014894,0.0035303930243153,18.983639661157195,0.53,0.0002049267146193,0.0692674120240042,0,1.5892156469374843,-0.4107843530625157,0.4107843530625157
74.0,0.0,0.1366666666666666,3.507563861481952,0.0771226582620397,3.4054848144128864,0.0982415788252994,0.0730949546954284,0.2488735729959015,1.3440267921448883,0.01,0.0088754209325031,0.0160590083868052,1,0.0,0.0,0.0
75.0,0.0,0.39,0.6425438781723237,0.0307943860556484,0.6605168985552693,0.0030344134093148,6.958759268259393e-05,0.0002319611438332,43.60504060134333,0.47,0.0001322482610695,0.0121515805158264,1,0.0,0.0,0.0
76.0,0.0,0.25,0.8578820782884152,0.0085424421028009,0.1349783632005069,0.0057561475847402,0.0012950734326909,0.0042021570192491,4.444646144994188,0.005,0.0020139454706915,0.0002536796429206,1,0.0,0.0,0.0
77.0,0.0,0.2033333333333333,2.9075184917036965,0.127522541576488,2.757493221346727,0.0161007389143373,0.0009384477645109,0.0030123609813843,17.15675860336114,0.495,0.0002863542575892,0.1130451597938453,1,0.0,0.0,0.0
78.0,4.36,0.0233333333333333,2.681982386889766,0.099597092879849,2.386704518247573,0.0042981686975821,0.0003376588761652,0.0013424514985818,12.72928470624343,0.48,8.980813394057207e-05,0.0160190661764083,0,1.551678600658229,-2.8083213993417715,2.8083213993417715
79.0,0.0,0.1,0.691759406878506,0.008152975718766,0.0984607758591511,0.0042119858008162,0.0021606892236816,0.0072635724251954,1.949370508854986,0.005,0.0025025835501484,0.0001783536284096,1,0.0,0.0,0.0
80.0,0.0,0.1666666666666666,2.82246141300801,0.1043814168619712,4.4215074408495765,0.1523464515184587,0.1705004069600138,0.466867252951288,0.8935254369255664,0.015,0.0959041602921122,0.020111436591315,1,0.0,0.0,0.0
81.0,0.0,0.1666666666666666,2.878665380574323,0.0434303194730251,0.4303509476385914,0.0194450910752865,0.0024559779423119,0.008036759282552,7.917450243682341,0.005,0.0046336210961087,0.0008496787334131,1,0.0,0.0,0.0
82.0,0.0,0.0,2.4239380347597894,0.0302798501172058,0.217736189578102,0.009309903780728,0.0029303547584533,0.009892891100498,3.177055807599931,0.005,0.0053624831759726,0.0004770661528379,1,0.0,0.0,0.0
83.0,0.0,0.1766666666666666,1.1868997409580038,0.0090808328396543,0.8163689957785838,0.0105222244766691,0.0114912674148593,0.0237054518986989,0.9156712816021988,0.02,0.005336382881077,0.0063778349718992,1,0.0,0.0,0.0
84.0,0.0,0.2,1.3654099871690963,0.0138758821279932,0.1766711020796028,0.00776182385572,0.0004139880991971,0.000927085144863,18.748860467031093,0.005,0.0032487668191609,0.0003151782343839,1,0.0,0.0,0.0
85.0,0.0,0.08,3.290404335597976,0.0340777357582984,0.2436313601958333,0.0110414251987428,0.0006281256731979,0.0019051759032135,17.578341550961905,0.005,0.0033041163418691,0.0004303251103969,1,0.0,0.0,0.0
86.0,0.0,0.1733333333333333,3.3985218294187955,0.9174197773323431,8.60879028865625,0.0127355315503379,0.0006766093568416,0.0024086052850775,18.822548933163667,0.465,0.000151828194093,0.0699535699839042,1,0.0,0.0,0.0
87.0,0.0,0.21,1.362867819281703,0.3012135434196392,3.0799983209496125,0.0030141735502502,0.0002633870177558,0.0005336573218865,11.44385221443278,0.505,0.0006601409921856,0.04084794742355,1,0.0,0.0,0.0
88.0,0.0,0.1233333333333333,1.7000780899438923,0.0355469694895001,1.0030316809214606,0.0421612424797544,0.0527618036567788,0.161810217353123,0.7990864367513176,0.005,0.0098816166482719,0.0069550945897685,1,0.0,0.0,0.0
89.0,0.0,0.0833333333333333,1.8866697696741128,0.0308453619982667,0.7539977239268003,0.0499430281452405,0.0,0.0,49943028.14524052,0.01,0.0187662042382823,0.0043561927999071,1,0.0,0.0,0.0
90.0,0.0,0.0,1.6660492495792585,0.019418057324916,0.1405133330150292,0.0061243278863455,0.0012262310595545,0.0041618243205043,4.994428125268679,0.005,0.0028360462829195,0.0002894996078686,1,0.0,0.0,0.0
91.0,5.01,0.04,2.179388189614692,0.1554906733966716,4.024923037332977,0.0046016699455258,0.0005370534582559,0.001217054418567,8.568348842069963,0.485,0.0001627264078428,0.0205609967026427,0,1.5552047764021337,-3.4547952235978663,3.4547952235978663
92.0,0.0,0.19,0.9322102212349664,0.0139173886360438,0.1019934376833283,0.004699569085271,0.0007006538117472,0.0023488386190364,6.707395719657398,0.01,0.0007006283155846,0.0002196148043959,1,0.0,0.0,0.0
93.0,0.0,0.1666666666666666,2.9411211867568148,0.0462830976805391,0.543252130525075,0.0234491239549027,0.0120517774468052,0.0406326412244939,1.945698226896864,0.01,0.0124594822425152,0.0009639370630698,1,0.0,0.0,0.0
94.0,2.22,0.0166666666666666,1.7522045498264889,0.3266220970945472,2.2990906808964366,0.000354584215909,0.0002626661297677,0.0006339770567251,1.34993752824218,0.525,7.246958958707639e-05,0.0322355966615849,0,1.7806874010829006,-0.4393125989170996,0.4393125989170996
95.0,0.0,0.09,1.400652728117613,0.0068819934711564,0.1082755193649445,0.0045130836826745,0.0013919567213497,0.0046027458770991,3.2422562937459687,0.005,0.0028637905056201,0.0002013312043602,1,0.0,0.0,0.0
96.0,3.47,0.01,0.8636489233315806,0.0743865255434828,2.3145114765715107,0.0015941990772609,0.0002303575816913,0.000766503561651,6.920510907629335,0.505,5.82099376247458e-05,0.014613707872191,0,1.7857273080059346,-1.6842726919940656,1.6842726919940656
97.0,0.0,0.1666666666666666,1.003507500776141,0.0536800892459226,2.613530158946926,0.0733815334790307,0.0629903261342834,0.1835854711537603,1.1649651115892,0.015,0.0320628752701605,0.0129143648284595,1,0.0,0.0,0.0
98.0,0.0,0.1133333333333333,0.7259392197347593,0.0096852094300763,0.1506684545445867,0.0063710445582115,0.0012458099926051,0.0039894279968075,5.113973625235777,0.005,0.0037274957723786,0.0002731872645143,1,0.0,0.0,0.0
99.0,0.0,0.0533333333333333,2.642056352456277,0.1031373875816412,1.5013688934612164,0.1221351908637223,0.0,0.0,122135190.8637223,0.0,0.0,0.0057480919719075,1,0.0,0.0,0.0
100.0,0.0,0.25,3.0542716399485785,0.7759317529755302,4.597853320377976,0.0074697206220516,0.0004366349975801,0.0015393328304171,17.10743196495279,0.485,0.0001146039425026,0.0238380252347347,1,0.0,0.0,0.0
