wait_time_ms,x_end,std_all,ringing_energy,max_rolling_std_half,std_tail_50,max_dev_tail_50,mid_to_tail_ratio,crossing_rate,drift_score,max_slope,wave_id,pred_wait_time_ms,error_ms,abs_error_ms
4.32,0.9508914893040256,0.0611001852503357,2.134992863382588,0.0061216507329134,0.0003033807165347,0.0011277704300299,20.17804765177085,0.535,5.683516043887616e-05,0.0240210979896303,17.0,4.3462906,0.026290588378905966,0.026290588378905966
3.59,1.2659519573456317,0.0896745885232041,2.330147816845012,0.0049449912688685,0.000306195501497,0.000887180976766,16.149731445957105,0.51,0.0004443394948687,0.0193041002831191,18.0,3.9964592,0.40645924568176284,0.40645924568176284
0.0,1.3745358794580351,0.0262353911716877,0.9985508307123628,0.0391156999288769,0.0300451358914162,0.0927982419841422,1.3018978768591372,0.01,0.0054378440102991,0.004358491680799,19.0,0.0018132231,0.0018132231198251247,0.0018132231198251247
3.17,1.238965874873727,0.1059349584905845,2.6730320450334224,0.0002340129859343,0.0001835846919243,0.0005460254496916,1.274679870100106,0.39,4.3225788118377295e-05,0.0228857283786645,20.0,2.9523013,-0.21769873619079583,0.21769873619079583
5.17,3.086195985207899,0.2138492165794074,5.476678961316091,0.0192945134433711,0.000538402999603,0.001293392436747,35.836497235529485,0.495,0.0004366646894312,0.0265459265741068,21.0,4.297616,-0.8723839950561523,0.8723839950561523
0.0,1.127465104785822,0.0448336798655128,1.5082129396056514,0.0684877841178087,0.0397178417757989,0.1326513680240857,1.7243581053586332,0.01,0.0257776863235244,0.0058633620387624,22.0,0.0011739798,0.0011739798355847597,0.0011739798355847597
4.24,0.7566785299750712,0.144327858864213,1.2656158983452657,0.0038208967131854,0.0001717709977225,0.0004763850158553,22.244002304482667,0.49,3.646890668637881e-05,0.0165567396553348,23.0,2.9989223,-1.2410776519775393,1.2410776519775393
0.0,1.0231223260741649,0.0196241906130623,0.5509305849909456,0.0286057163393092,0.0,0.0,28605716.33930924,0.005,0.0,0.002328002327079,24.0,4.6568175e-06,4.6568175093852915e-06,4.6568175093852915e-06
4.34,0.7426441809123557,0.0649588183358602,1.2809969208682084,0.0034623389403981,8.15075672256028e-05,0.0001949443883803,42.47822110300308,0.445,0.0002768655441681,0.0144282985818631,25.0,4.339981,-1.892089843735789e-05,1.892089843735789e-05
0.0,1.4877711261433375,0.0172203799994429,1.1574214006550487,0.0178086544310726,0.0131686024417231,0.0484546135879779,1.3523571052833103,0.02,0.0097675020918873,0.0039959290250175,26.0,0.0026183794,0.0026183794252574444,0.0026183794252574444
0.0,1.1301288753453589,0.0270636305442553,0.6939282320043949,0.0405937854225218,0.0,0.0,40593785.42252185,0.0,0.0,0.0037572054427466,27.0,4.1055468e-05,4.105546759092249e-05,4.105546759092249e-05
4.15,1.6363279746306898,0.1264132076307878,2.658896241745996,0.0341434236153821,0.0047321233330981,0.0155806475911126,7.215242291199167,0.505,0.0013700595678389,0.0281791632065167,28.0,4.241588,0.09158811569213832,0.09158811569213832
2.41,0.6746818449026514,0.1073923538195217,1.0321820932772097,0.0022781542031824,0.0001497046790654,0.0003783045736414,15.217553651968124,0.49,3.4899317598426907e-05,0.0111621156969694,29.0,2.8718538,0.46185382843017564,0.46185382843017564
4.48,2.839120260907245,0.563091000356213,6.7097922226580256,0.018653526725138,0.0061822162041099,0.0382030914599247,3.017287505320437,0.46,0.0029032262395104,0.0635846577263148,30.0,4.401842,-0.07815788269043011,0.07815788269043011
2.82,1.6009390342418135,0.2881127040108179,2.513099091592642,0.0052633730434505,0.0003657308204761,0.000825627527534,14.391345649384302,0.505,9.744830680037396e-05,0.0275633196322003,31.0,2.817318,-0.002682037353515465,0.002682037353515465
4.5,1.345214914102431,0.0788568038734092,1.8274882931164824,0.0063908896131839,0.0003244017293864,0.0011658528735114,19.70048040369546,0.505,5.188440752198264e-05,0.0292746939607639,32.0,3.6793902,-0.8206098079681396,0.8206098079681396
0.0,3.175855225323959,0.054874712086509,0.4274184457453671,0.0186082472890725,0.0093425542777652,0.0316137669559588,1.991772779055336,0.005,0.0123483914767767,0.000728588219105,33.0,0.0011969664,0.0011969663901254535,0.0011969663901254535
0.0,0.8802774493137637,0.0141698547870635,0.2009525705530621,0.0087589774956444,0.0012094499403809,0.0039884703952688,7.242110616645476,0.005,0.0031110825651189,0.0003288289049963,34.0,0.01031222,0.010312220081686974,0.010312220081686974
0.0,1.0087155148562417,0.0110030264959713,0.0725740174776752,0.0030835175681761,0.0015379135852506,0.0052400252041513,2.004999235814833,0.005,0.0020888337949577,0.0001764874309436,35.0,0.002188064,0.0021880639251321554,0.0021880639251321554
3.71,2.048925266990977,0.0631851485216978,2.579794278366024,0.0053804566119165,0.0059458057585277,0.0175554161116728,0.904916158635603,0.48,0.0013116837826262,0.0194229817669815,36.0,3.7210176,0.011017599105834996,0.011017599105834996
0.0,3.112622609342011,0.0149584715659457,0.1735230997813936,0.0072338447423823,0.0022967553383807,0.0076744576694629,3.1495917183283786,0.005,0.0045056107365318,0.0003823468736712,37.0,0.00067848124,0.0006784812430851161,0.0006784812430851161
5.07,2.847582150810165,0.5454105354976815,6.820080867268282,0.021426826181151,0.0004711199887448,0.0011570429781753,45.48051709230346,0.52,0.0014924353946628,0.0351833915019335,38.0,4.7269707,-0.3430293273925784,0.3430293273925784
2.5,1.3210195212009637,0.2461408563713119,2.655539194932949,0.006152122003451,0.0003142917439102,0.0010309977943585,19.57449582484618,0.55,0.0005794447448666,0.0329354734316313,39.0,3.81866,1.318660020828247,1.318660020828247
0.0,2.507530418310332,0.0632333862709006,0.431421463941481,0.0192921964492587,0.0089451132091961,0.0303857972242282,2.156730031398041,0.005,0.0097264396499366,0.0008338165337531,40.0,0.0024237372,0.002423737198114395,0.002423737198114395
4.45,0.6384376536219504,0.1315882361029591,1.052057537253201,0.0019962273338584,0.0001711221467363,0.000426572826237,11.66544311468082,0.48,0.0001395567805815,0.0098719567807243,41.0,3.8075902,-0.6424097537994387,0.6424097537994387
1.26,1.5327738754552729,0.0206531196398308,0.450167548598237,0.018646459260675,0.0006041501166057,0.0035551305620669,30.86389935920975,0.01,0.0132651981217446,0.0025086874676623,42.0,0.06403448,-1.1959655231237412,1.1959655231237412
0.0,0.5082714405830762,0.0027814977230201,0.0472363951008821,0.0019514583722243,0.000754519846382,0.0025105174146535,2.586354481233673,0.005,0.0012420061760254,8.548793209528505e-05,43.0,5.3990884e-06,5.399088422564091e-06,5.399088422564091e-06
0.0,3.136933952303845,0.0230795205321541,0.2610107774583046,0.0113779507775975,0.0027702490632186,0.0092458672018649,4.107192678619769,0.005,0.0065755486443257,0.0004371018977202,44.0,0.0012464767,0.0012464766623452306,0.0012464766623452306
2.81,2.1014708628851384,0.0984117569716039,3.622150799882352,0.0109961028236148,0.0002716594410652,0.0010390086044376,40.47737970422262,0.45,0.0007325462015392,0.051883746903143,45.0,3.1280177,0.3180176639556884,0.3180176639556884
5.0,1.2745611888417805,0.3326440777590581,11.075051249346638,0.0233691468910015,0.0001383880074904,0.0004301084202436,168.86562968239596,0.51,0.000761139145757,0.0989122077678251,46.0,4.9105144,-0.08948564529418945,0.08948564529418945
4.76,2.611620665800339,0.4228125843066146,3.8943700974715902,0.0085347936204593,0.0006744999744586,0.0018317377354843,12.653493387921928,0.485,0.0002084497141943,0.0441422799547841,47.0,3.5948894,-1.1651105976104734,1.1651105976104734
0.0,1.0322789247661026,0.0337103870208671,1.0122647973074472,0.0406080472785358,0.0,0.0,40608047.27853583,0.01,0.0320007187644781,0.0048979735689216,48.0,3.104848e-05,3.1048479286255315e-05,3.1048479286255315e-05
0.0,2.628603658368746,0.1180588228448485,2.749241462123422,0.1706224942764413,0.0,0.0,170622494.2764413,0.01,0.0405758758920646,0.0133235376760807,49.0,2.2665014e-05,2.2665013602818362e-05,2.2665013602818362e-05
0.0,2.772708520875483,0.0942344736690053,4.457553069987217,0.1139437210241498,0.0,0.0,113943721.02414984,0.01,0.0752814737060326,0.0196876008236572,50.0,2.9469405e-05,2.946940549009014e-05,2.946940549009014e-05
5.36,1.4479076075796284,0.1116252863839337,2.118488654631448,0.0191866317441884,0.0007355908080619,0.0037650377475064,26.08325913082114,0.475,0.0009454204735184,0.0219014787577731,51.0,4.4208655,-0.9391344642639163,0.9391344642639163
2.35,2.1116609748398645,0.3579416693046235,3.951400391742832,0.0075066699181954,0.000524093276367,0.0013114867601689,14.323128980209392,0.505,0.0010329924389402,0.0306163956222368,52.0,3.9959064,1.645906352996826,1.645906352996826
0.0,1.0987583879281326,0.0253330717103732,0.7460861050325706,0.0360733996568507,0.0373515632558201,0.1012249477335834,0.9657801587581364,0.005,0.0087292155261221,0.0039160899493857,53.0,0.0010819318,0.001081931754015386,0.001081931754015386
3.76,3.4984913317325628,0.3789554146385385,10.692258517010082,0.0157610527812734,0.0009808664907807,0.0035677879930067,16.068483183928706,0.485,0.0015969198162242,0.0490366051951078,54.0,4.4199095,0.6599094772338869,0.6599094772338869
2.63,1.6121052221174386,0.1730546242118909,3.935442666166784,0.0037111145293804,0.0002895341292089,0.0006507487400713,12.81749312948646,0.505,4.973254214211797e-05,0.0292955050311951,55.0,3.1522088,0.5222088050842286,0.5222088050842286
0.0,3.109110041674249,0.036346134560838,0.309538766716444,0.0130327078565116,0.0050828340543133,0.0171360811483678,2.5640627164267253,0.005,0.0084486206189257,0.0005038660646445,56.0,0.0016480593,0.0016480593476444483,0.0016480593476444483
0.0,0.9353156578126998,0.0143984781761708,0.2176653386364873,0.0092256132685492,0.0037047155835306,0.0123891783234378,2.490234559253974,0.01,0.0027121237330698,0.0003470144602566,57.0,0.0022057248,0.0022057248279452324,0.0022057248279452324
2.82,2.360426647358298,0.0894509011718889,5.230200346315845,0.0121213859829679,0.0086445237319924,0.0230135340124819,1.4022038641532162,0.62,0.0017424078205572,0.0446345052387529,58.0,3.7459016,0.9259015846252443,0.9259015846252443
2.08,1.1116556576962755,0.1082882105694936,3.032306964485225,0.0034811720606481,0.0034448936213228,0.009889276283781,1.0105307834674546,0.445,0.0007370817443604,0.0982319577422899,59.0,3.414819,1.3348190021514892,1.3348190021514892
4.34,0.5942563272957255,0.154107517386839,1.594795085185674,0.0025261460031446,0.0020073964337138,0.0045174244776308,1.2584184679717758,0.54,0.0006643048658871,0.0138199861615793,60.0,4.266858,-0.07314189910888658,0.07314189910888658
0.0,1.5484990336097098,0.014269739889478,0.1467270189832368,0.0065927548889765,0.0020124949136729,0.0067519606504731,3.2759097020694923,0.01,0.0013933492373845,0.0003029709018234,61.0,0.001121774,0.00112177396658808,0.00112177396658808
2.8000000000000003,1.7800834229104234,0.2875675337882724,3.845525158346273,0.0094290625467505,0.0005644471789315,0.0014370740669138,16.70492154762358,0.53,0.0001162490095764,0.0433231515300585,62.0,3.9648588,1.1648587703704831,1.1648587703704831
4.76,3.024557441894105,0.4233803576710381,11.793170222153204,0.0097561171392365,0.0003813415122257,0.001116144021064,25.58360745643735,0.495,8.672791678809855e-05,0.0566738226313483,63.0,5.080368,0.3203680419921877,0.3203680419921877
4.8100000000000005,0.8272007111652676,0.1068191927018948,2.6015366570802323,0.0042596724006506,0.0001251086259326,0.0004522840390071,34.04751927677589,0.61,1.915036615771637e-05,0.0119088770743778,64.0,4.447282,-0.3627181625366216,0.3627181625366216
0.0,3.177326217765501,0.0613361033118544,0.8486590690454259,0.0367384585836895,0.0129463235861306,0.0432361497074582,2.8377520074730307,0.01,0.0098143567466811,0.0015116268786994,65.0,0.0016229249,0.0016229249304160476,0.0016229249304160476
0.0,1.9524668818262367,0.0261309085342799,0.2231056042486425,0.0096881137536856,0.0028125113031848,0.0094862176545693,3.4446475994842776,0.005,0.0055825683831,0.0003566698808885,66.0,0.0019378292,0.001937829190865159,0.001937829190865159
2.89,2.0939232672706027,0.1751841639421556,5.907389841879377,0.0124896437881912,0.0005166159197774,0.0013133928158737,24.175831859263717,0.44,0.0001138874499007,0.054734238632395,67.0,4.246474,1.3564737892150878,1.3564737892150878
0.0,3.224222709676489,0.0308590488618818,1.318169102626248,0.0512655076382128,0.0008994156825737,0.0062533607811934,56.99861769464916,0.015,0.0035621793797975,0.0076152816807693,68.0,0.00946288,0.009462879970669746,0.009462879970669746
0.0,3.026643800526199,0.1096684673712298,2.593835710041252,0.1565552942525195,8.881784197001252e-16,0.0,156555155.20360914,0.0,0.0,0.0113805577486107,69.0,-0.00018463272,-0.00018463272135704756,0.00018463272135704756
0.0,3.3479986776718285,0.1469860285166302,3.2961697251110422,0.2553075041679355,0.0,0.0,255307504.1679355,0.0,0.0,0.0174367935665982,70.0,-6.550326e-05,-6.550326361320913e-05,6.550326361320913e-05
5.28,1.069845213746955,0.0857744659323548,2.4510089468396785,0.0128901313516977,0.0026324661128653,0.0144955856837425,4.896597297911593,0.525,0.0008448536190094,0.0225130746345727,71.0,4.451864,-0.8281362342834475,0.8281362342834475
4.58,2.558705418086379,0.2631917969555839,5.56074200061629,0.0063419924254515,0.0006337681148928,0.0020647675469573,10.006786819397895,0.505,0.000678326051431,0.0334358848396743,72.0,4.0615187,-0.5184813308715821,0.5184813308715821
0.0,0.5317251200907733,0.0276029301337878,1.0306247812037876,0.0347429466726687,0.0,0.0,34742946.672668755,0.01,0.0154770091386705,0.0039541245183672,73.0,5.663738e-05,5.663737829308957e-05,5.663737829308957e-05
5.25,0.7148929436680497,0.1110948124916735,1.8837783832695945,0.006967870957793,0.0015499489023351,0.0053579020901368,4.495545918803684,0.46,0.0006673226287861,0.0119192146978823,74.0,4.388671,-0.8613290786743164,0.8613290786743164
0.0,2.100392761253889,0.0379845233438023,1.1943826293832482,0.0636846696547361,0.0219511177149206,0.067268974401156,2.901203828461296,0.005,0.0041279473910663,0.0064374984573443,75.0,0.0037164262,0.0037164262030273676,0.0037164262030273676
3.0,2.1225034946227512,0.3557671944496212,3.597200307879018,0.0119996703135406,0.0004099531576904,0.0012566587222697,29.27076134839946,0.495,8.135295410137911e-05,0.0598510271526535,76.0,3.5059373,0.5059373378753662,0.5059373378753662
0.0,3.137116145166432,0.0387054686515628,0.5830812763606921,0.0245389884006044,0.0109900731557119,0.0368632376731059,2.232831922053105,0.01,0.0075215577543633,0.0009825938874441,77.0,0.0016155586,0.0016155586345121264,0.0016155586345121264
0.0,1.8853828846029763,0.0197890010559151,0.2318646325074234,0.0102665474819422,0.0027699412200172,0.0092323704125445,3.706412143816629,0.01,0.002412337096601,0.0005084213765207,78.0,0.0029352743,0.0029352742712944746,0.0029352742712944746
0.0,2.943274214323909,0.0429044272116132,1.7635353427259082,0.0672689216658371,0.0030994751679831,0.0167528830605743,21.70331953531676,0.015,0.0221441582546755,0.0084484467200329,79.0,0.030945173,0.030945172533392906,0.030945172533392906
4.38,1.7738475662685271,0.1476777011551804,2.677538235529823,0.0055283695834708,0.0034007173672511,0.0097767262756021,1.625647579849263,0.47,0.0011022345674582,0.0213305291801522,80.0,3.7849422,-0.5950578498840331,0.5950578498840331
0.0,0.6036185800222024,0.0228204295829593,0.6770555321747131,0.0326335219769943,0.0,0.0,32633521.976994384,0.005,0.0,0.0028734194981371,81.0,6.6191674e-06,6.6191673795401584e-06,6.6191673795401584e-06
0.0,2.130474838613257,0.0277926785670977,0.1649723711114705,0.0079358361922212,0.0015006031701376,0.005065310711561,5.288427388212031,0.01,0.0010324150014178,0.0004481694072278,82.0,0.0048355716,0.004835571628063917,0.004835571628063917
2.61,1.1370309111863215,0.1940864936392926,1.5293673089962052,0.0027145320255944,0.0002114823854889,0.0005605683960585,12.835675101937545,0.55,5.054038531182359e-05,0.0169795630572369,83.0,2.6288657,0.01886571884155286,0.01886571884155286
0.0,1.2829073062547882,0.0287350782059051,0.6965069122985561,0.0417273456418958,0.0,0.0,41727345.64189585,0.005,0.0,0.0032672776759166,84.0,5.923015e-06,5.92301512369886e-06,5.92301512369886e-06
0.0,2.5507681766584143,0.1181062410907346,4.898642090242858,0.153105578987909,4.440892098500626e-16,0.0,153105510.99540365,0.01,0.1131768910550577,0.0245445447182408,85.0,2.8323002e-05,2.832300197042059e-05,2.832300197042059e-05
2.44,0.9106451039929608,0.1849789885395875,1.4082551665161704,0.0034153129704749,0.0001812997029443,0.0006453937095006,18.837836340448987,0.465,4.068286406230581e-05,0.0172342200117163,86.0,2.5701122,0.13011222839355474,0.13011222839355474
0.0,2.95104157992318,0.0347263648599483,0.4942018650865147,0.0206425520988847,0.0082342918390698,0.0276689509789807,2.506900410553836,0.005,0.0135490251987778,0.0008918441103951,87.0,0.0029427824,0.002942782361060381,0.002942782361060381
4.44,1.6442745460607393,0.2958850459696732,3.452410923971118,0.0103828171130457,0.0004344979454713,0.0013533169949522,23.896069763260307,0.53,0.0013356613013721,0.0298002035600792,88.0,4.3934197,-0.046580257415771875,0.046580257415771875
0.0,3.1931819944223854,0.0552668020582109,1.8005230555037317,0.1035043907205452,0.0,0.0,103504390.72054526,0.01,0.0729166077163129,0.0135289813829917,89.0,6.3862635e-06,6.386263521562796e-06,6.386263521562796e-06
0.0,2.420343131064082,0.0866653292316742,3.036162173139977,0.1428829142363732,4.440892098500626e-16,0.0,142882850.78364092,0.01,0.1115773277497888,0.0159261208044552,90.0,5.5196437e-05,5.519643673324026e-05,5.519643673324026e-05
3.69,2.0460681756016044,0.1793587553012034,5.216228825072297,0.0040714662191985,0.0005042002130554,0.0011426033809267,8.07508215723115,0.485,0.0001527719228743,0.0310927555336362,91.0,3.6011045,-0.08889550209045405,0.08889550209045405
2.37,1.5540966209867109,0.0917101158185609,2.632776252202962,0.0067185388544048,0.000292644236713,0.0007678866752141,22.957964154371577,0.49,6.401188982215977e-05,0.0254781069365281,92.0,3.0555227,0.6855226802825927,0.6855226802825927
0.0,1.8587202662502744,0.0500132083324984,1.8573561601548887,0.062861183746933,0.0,0.0,62861183.746933,0.01,0.0243047271480915,0.0070563109388936,93.0,0.001779104,0.0017791040008887649,0.0017791040008887649
5.44,2.892857093120854,0.7769470939122836,5.647946723978457,0.0138358324868618,0.0004336568905134,0.0010466843186809,31.90494809279472,0.54,0.0001215671973447,0.045606559980078,94.0,4.1749277,-1.265072288513184,1.265072288513184
0.0,1.738255554493355,0.02940603917448,1.5413354398498091,0.0335491936356327,0.036927660230723,0.1087895435765751,0.908511195063729,0.02,0.018590198809111,0.0060238575018347,95.0,0.0032346777,0.003234677715227008,0.003234677715227008
0.0,1.1288065544459307,0.012118937656967,0.1922411981633989,0.0079580104499896,0.0040930392472969,0.0137471442525789,1.944278572693018,0.01,0.0044789134627159,0.0002979891044139,96.0,0.00083560497,0.0008356049656867981,0.0008356049656867981
0.0,0.8880683795699952,0.0427066594993433,1.5081889225392504,0.0529088406402521,0.0,0.0,52908840.6402521,0.01,0.0163349338372696,0.008212085948587,97.0,0.0012231604,0.001223160419613123,0.001223160419613123
3.17,2.1085020638353225,0.2872885858580305,5.246350854600635,0.0063904681809972,0.0003647945584443,0.0008370186881614,17.517944045832785,0.52,0.0001009194549782,0.1143777395282952,98.0,2.739557,-0.43044297218322747,0.43044297218322747
0.0,2.637498835051072,0.0498515356246434,1.1022933813442766,0.0629943434963066,4.440892098500626e-16,0.0,62994315.521210864,0.005,0.0,0.0045150962595519,99.0,1.1219955e-05,1.1219955013075378e-05,1.1219955013075378e-05
2.2,3.4285505851280287,0.6172456946215659,5.226853830799604,0.0070886347921943,0.0004901414651075,0.0017279669586045,14.46239674548256,0.495,7.05390253589977e-05,0.0405955289337479,100.0,2.812558,0.6125579357147215,0.6125579357147215
