wait_time_ms,x_end,std_all,ringing_energy,crossing_rate,overshoot_intensity,tail_slope,noise_floor,max_dev_tail_50,max_slope,wave_id,pred_wait_time_ms,error_ms,abs_error_ms
4.05,2.704554451796519,0.3899893818857513,12.66989215838032,0.545,0.0228165099226664,6.834117432581507e-05,0.0093217037035135,0.0292618359249936,0.074626534666268,13.0,3.6117709,-0.4382291316986082,0.4382291316986082
5.21,2.0712698153610747,0.350772175326057,11.70549935163947,0.53,0.0229504261246029,1.7986385118201042e-05,0.0097302347740017,0.0314790227681576,0.0403191508330929,14.0,5.2973466,0.08734659194946293,0.08734659194946293
3.7,1.362156548451831,0.724458612969391,12.87122338307341,0.485,0.0249018238471658,4.839000139320489e-05,0.0099064951544693,0.0275293019875877,0.0412240452844487,15.0,3.9274766,0.22747664451599103,0.22747664451599103
0.0,1.5365792788385972,0.0739481590415849,22.28946252122831,0.515,0.8896571962569686,0.0001974606539072,0.0983750541594974,0.9955438868566168,1.1656951774714024,16.0,0.009725093,0.00972509291023016,0.00972509291023016
9.27,1.8883946009007293,0.0914061188839471,11.66826160179204,0.015,0.026733452394869,0.001090085480764,0.0397301063172097,0.0474617550812757,0.0421993490298548,17.0,8.921994,-0.3480057907104488,0.3480057907104488
3.39,1.422741734205956,0.0906594912785612,11.05518131040743,0.51,0.0275520596845748,8.444692069651521e-06,0.0097261342667615,0.0329394852464792,0.042536009250248,18.0,3.5444689,0.1544688796997069,0.1544688796997069
4.5,2.192372792923209,0.3865448505353299,12.105070658095933,0.495,0.0262623321310222,5.53032578060938e-05,0.009885431625183,0.0345172181153827,0.0706146509069352,19.0,4.488747,-0.011252880096435547,0.011252880096435547
6.68,2.288585620362111,0.4073049099780202,11.545341130085443,0.545,0.0205125894370294,2.0646096826089368e-05,0.0101120454077822,0.0290948886211968,0.0389993297713795,20.0,6.2076178,-0.47238224029540987,0.47238224029540987
5.2700000000000005,2.0121796112450814,0.7492020337751161,12.656413832404096,0.52,0.0309315880298863,3.4717043983872994e-05,0.0103923246625458,0.0424283906699833,0.0425350679891778,21.0,4.8628936,-0.4071064186096196,0.4071064186096196
0.0,1.8555924175828509,0.0827014793337641,25.68421000438977,0.505,1.0518495798400165,0.0001699001569347,0.1171727703986661,0.0292718132992368,1.1766980383004144,22.0,0.037786912,0.03778691217303276,0.03778691217303276
9.33,2.0703634843797287,0.1012520120535287,11.476283966555274,0.035,0.027383614002689,0.0017428324052477,0.0516132107082783,0.0950800308088724,0.0372368215751,23.0,9.087795,-0.2422047424316407,0.2422047424316407
4.99,1.8422499107317007,0.1236940901418278,11.211444405406846,0.43,0.0227491532089036,1.1089309437405898e-05,0.0100275839618016,0.0267272690969573,0.0614853594648137,24.0,5.2087026,0.21870256423950174,0.21870256423950174
2.25,1.781187976568218,0.2213750245173385,12.168546403603363,0.51,0.0229602261089183,2.168005848875628e-05,0.0102928519103184,0.0245223168912951,0.0808045748802743,25.0,2.5230615,0.27306151390075684,0.27306151390075684
5.7,1.971991674127516,0.3477301566753609,11.477315686267302,0.485,0.0260142323227958,1.4305716139924084e-05,0.0098835135004237,0.0225241097676063,0.0411713148113008,26.0,5.279495,-0.4205052375793459,0.4205052375793459
3.03,1.8425689769607057,0.6898045621276104,13.132812553046644,0.525,0.0267051687232577,4.1131512856642486e-05,0.0101889601104657,0.0363067286546581,0.0399380080823972,27.0,4.477297,1.447296829223633,1.447296829223633
0.0,2.6197671612625872,0.0737446631409078,23.8860481834036,0.475,1.0128257760701458,0.0005237736279448,0.1321282242814489,1.121242183056168,1.1309615443053975,28.0,0.21596867,0.21596866846084595,0.21596866846084595
9.23,1.4617628007582235,0.1179755201979843,11.471698399870272,0.02,0.0252642711913224,0.0028994620772974,0.0869832924511028,0.16618961798828,0.0419085705086506,29.0,9.215264,-0.01473567962646527,0.01473567962646527
3.27,1.5642677642124394,0.0993153252201921,11.608408576337151,0.46,0.0241078350187811,2.142528700904093e-05,0.0103231237947348,0.0239027510482399,0.0460300796989523,30.0,3.3612828,0.09128282546997069,0.09128282546997069
4.39,2.7495218248265134,0.4573294644311108,12.606105479339304,0.525,0.0298172007603274,4.885108821286735e-05,0.0103438236722099,0.0211574405072405,0.0708622209620684,31.0,4.206864,-0.18313611984252898,0.18313611984252898
3.78,1.3278086071224255,0.2188429724222264,11.199925265086687,0.47,0.0234531495137462,6.03716936666032e-05,0.0109602075221507,0.0456994430000721,0.0412250050940106,32.0,4.3105683,0.5305683326721193,0.5305683326721193
3.72,1.1494244515245924,0.7249176505247614,12.766824995431405,0.57,0.0214710009981626,2.6728528871239976e-05,0.0086525041398874,0.0302736803076391,0.0470552559857666,33.0,4.2570066,0.5370066452026365,0.5370066452026365
0.0,0.8631150346456479,0.0830379200356403,25.89605332005129,0.49,0.0261101247055235,6.190607119453534e-06,0.0095509689072651,0.0333877955377495,1.1956229272119492,34.0,0.14610474,0.14610473811626434,0.14610473811626434
9.03,2.935032637907532,0.0669344299090906,11.088159508276092,0.035,0.0183467158552068,0.000279003745133,0.013649768111992,0.03483638321695,0.0418054186755911,35.0,8.699046,-0.3309538650512689,0.3309538650512689
3.49,2.3213696119474703,0.1434206383690926,11.339015670558222,0.49,0.0239072827281034,5.4419433819314e-05,0.0095127342531313,0.0415225131650909,0.0437417007770171,36.0,3.5931497,0.10314966201782205,0.10314966201782205
4.36,2.4572691789759777,0.4421241387421663,12.027865325135313,0.515,0.0222896931655971,4.361792516751502e-05,0.0089560182777851,0.0221946876406358,0.0647989062318167,37.0,4.5582952,0.19829524993896452,0.19829524993896452
3.9,1.5104968730669264,0.2280420420771482,11.34826743416381,0.53,0.0249355100690344,7.014623057040058e-05,0.0090792140836403,0.0357454541454567,0.0423987699611092,38.0,3.9259484,0.025948381423950284,0.025948381423950284
5.46,1.690185941182528,0.7464452438280917,12.241474910435096,0.475,0.0237457875431377,4.650057709274348e-05,0.0094754688247905,0.0262423666191768,0.0430321804183089,39.0,5.1751175,-0.2848825073242187,0.2848825073242187
0.0,2.113744790167534,0.0882773898693097,28.190929017794623,0.56,0.8482077641934889,0.000571853840717,0.1498919651827057,0.8399345020546907,1.1695642741024623,40.0,0.05523623,0.05523623153567314,0.05523623153567314
9.33,3.221530707491647,0.0959824349821708,11.607140670389384,0.09,0.0347499297520559,0.002474463181979,0.072588503445463,0.1261506129059744,0.0610400901053536,41.0,9.073266,-0.2567339706420899,0.2567339706420899
3.36,2.4548103843684186,0.1438484147159866,10.961299638508171,0.415,0.030913552191869,6.977333331718623e-05,0.0100488530913051,0.0272947468143596,0.0429756913535968,42.0,4.255599,0.8955990219116212,0.8955990219116212
3.5700000000000003,1.89891978100634,0.266720975223308,12.362023925295167,0.485,0.0272700885519066,6.249283411751103e-05,0.0106145361680616,0.029143195892632,0.0636670527604897,43.0,3.8308494,0.26084940910339327,0.26084940910339327
4.71,1.239933611924451,0.2124159357487938,11.396907205597966,0.555,0.0369779220896602,3.341645546512442e-05,0.0104136375749747,0.0271848955682594,0.0411453570328728,44.0,4.451212,-0.2587880706787109,0.2587880706787109
6.82,1.3433606211184397,0.6991092365458169,11.695193770689322,0.51,0.023101951638355,7.842880898896618e-06,0.0088764416496989,0.0206246302960186,0.0407498016508429,45.0,6.19735,-0.6226499748229983,0.6226499748229983
0.0,2.5438114348318672,0.0609636429371601,20.162847437272863,0.51,0.024506852612756,1.8273536211681715e-05,0.0088486474126482,0.0292151805442553,1.174898878780958,46.0,0.22132254,0.22132253646850586,0.22132253646850586
8.38,0.8022401974580327,0.0751745766755958,11.228515222156076,0.06,0.0215915477230569,0.000806829554824,0.0286991256150589,0.0814543967603916,0.0405198604452637,47.0,8.687897,0.3078967285156242,0.3078967285156242
2.94,1.0087803053897124,0.0584792848274148,11.707501293337478,0.505,0.0246550887622591,4.999666270027059e-05,0.0111161686316663,0.0398654799000072,0.0475655790530996,48.0,3.437879,0.49787908554077154,0.49787908554077154
6.3500000000000005,1.2397504498494152,0.2087109515760568,12.211572970523704,0.495,0.0235737594851266,2.8844747744852903e-05,0.0101171098691027,0.0299571348292406,0.0657210377511554,49.0,5.7137036,-0.6362963676452642,0.6362963676452642
3.54,1.918640169927674,0.2974647972347188,11.596913433316882,0.53,0.0256025715005039,5.909338867251056e-06,0.0107558081561138,0.0410266797217195,0.0433580011995906,50.0,4.142448,0.6024479484558105,0.6024479484558105
5.64,0.8254939515024227,0.7436708026035621,12.963136239086884,0.475,0.0310555377524351,5.722080693126486e-05,0.0100465755073352,0.0313896591833071,0.0439815423932592,51.0,5.0629897,-0.5770102882385251,0.5770102882385251
0.0,1.4356827731517543,0.0599408054890693,19.51729137444796,0.515,0.0276097608282817,3.596246482012926e-05,0.0101985236824771,0.0227135114516172,1.1276759856175431,52.0,0.009331085,0.009331084787845612,0.009331084787845612
8.19,1.8855149327862728,0.0693640320049661,11.662985213753304,0.09,0.0254987320419735,0.0011116123287141,0.037191031496029,0.1314124165151504,0.0481604479305868,53.0,8.441976,0.25197559356689503,0.25197559356689503
8.08,3.0688082096016216,0.2275212885497873,11.513246471078173,0.35,0.0325464343275152,3.024410022020196e-05,0.0122168771751976,0.0403881720322294,0.0547166681064053,54.0,8.068764,-0.011236267089843821,0.011236267089843821
2.3000000000000003,1.5043545528474884,0.2002043082651132,11.30511367815336,0.47,0.0198647213679594,3.027681079540422e-05,0.0089818862733722,0.0216328519262836,0.0602885536849046,55.0,4.02863,1.7286297798156736,1.7286297798156736
5.72,2.6400196201482573,0.4640675237544802,11.8963755522433,0.545,0.0252713744819641,5.206685175717357e-05,0.0111121030785513,0.0401173064368909,0.051454665604917,56.0,5.0867305,-0.633269519805908,0.633269519805908
3.58,1.3743380655284496,0.7190829875179207,12.027523123490356,0.54,0.0297952394531189,1.9960845020630287e-05,0.0093590644945901,0.0185450441827326,0.0406216967468189,57.0,4.263391,0.6833910179138183,0.6833910179138183
0.0,2.372070884932321,0.0820545276931953,25.37741371983479,0.545,0.8422893664844371,0.0003083523906581,0.1224673654144972,0.0262951264312625,1.1760951398225648,58.0,-0.08313415,-0.08313415199518204,0.08313415199518204
9.15,2.69186175008847,0.0879698516300136,11.078330700029117,0.08,0.0297542631787721,0.0017052412039225,0.0512148566965196,0.1125067514643647,0.0420873876531904,59.0,8.967102,-0.18289794921875036,0.18289794921875036
8.290000000000001,2.686426921561842,0.202620170477285,11.411144768691235,0.315,0.0227443701581608,4.783982726985309e-05,0.0093998852536436,0.0241297686566963,0.0382969974234592,60.0,7.4433856,-0.8466143989562998,0.8466143989562998
4.1,2.1208929546799555,0.3507312013871448,12.001771987322014,0.565,0.0334670208925635,5.474455275362991e-05,0.0106048589085986,0.0337603199448524,0.0547637803269328,61.0,4.279805,0.1798051834106449,0.1798051834106449
5.64,1.384417760186645,0.245560525300072,10.795289625448184,0.435,0.023252085534877,8.570975788339701e-06,0.0087058989269929,0.0250086233502029,0.0592867572736897,62.0,5.720678,0.08067785263061555,0.08067785263061555
6.96,1.4207787601201054,0.6898657385175212,11.80107316042674,0.485,0.0271177346121855,1.668487152876934e-05,0.0106612782136378,0.037869285534555,0.0534845766295766,63.0,6.3575277,-0.6024722671508789,0.6024722671508789
0.0,1.7670583045491963,0.0787838232358575,25.206089193832867,0.44,1.0382650719589543,0.0001186150152195,0.1154881224278448,1.1508055177397527,1.1429757962673346,64.0,0.23623987,0.23623986542224884,0.23623986542224884
8.45,2.683687417117229,0.1208076602494209,11.749138580175586,0.04,0.0338938049185255,0.001461255784647,0.0508150558844733,0.1721479001518515,0.0543792770655708,65.0,8.711502,0.2615020751953132,0.2615020751953132
3.22,1.3239518724043005,0.0756715316456072,11.355754402378588,0.5,0.0211562722232863,4.112048304049858e-05,0.0098411978769699,0.0353264911315893,0.0446289767520218,66.0,3.426792,0.20679190635681133,0.20679190635681133
4.28,1.1281188460099845,0.184384245514616,11.335875065817747,0.51,0.0337297328556762,1.940268036194881e-05,0.0099106714315014,0.0344488522707866,0.0492745510072006,67.0,4.073201,-0.20679882049560572,0.20679882049560572
3.94,1.354223117598183,0.221225906246597,11.277211288013117,0.54,0.0202206203504762,2.6891293027073228e-05,0.0090641273425498,0.0225231469978726,0.0544470995102643,68.0,3.988204,0.04820400238037115,0.04820400238037115
4.08,1.549476708716239,0.737640140053071,12.09989237271865,0.49,0.0269541106067974,7.672562363503684e-07,0.0102912973099716,0.0361433200005414,0.0419936207905817,69.0,4.5246854,0.4446853828430175,0.4446853828430175
0.0,2.8268743670293226,0.0751448988406126,23.92607953408845,0.55,0.0318392795229094,1.0143960766280375e-05,0.012022125910042,0.0424599976480051,1.1775008039635877,70.0,-0.025065012,-0.025065012276172638,0.025065012276172638
9.47,1.790436970723814,0.081175835602542,11.609106858154895,0.035,0.0241479242175346,0.0016152484731953,0.0500169144523361,0.0363606845640864,0.0514075583214419,71.0,9.291877,-0.1781232070922858,0.1781232070922858
3.52,2.449596190033455,0.1528170850453469,11.280057009810289,0.475,0.0269092410716185,5.389260793868069e-06,0.0097054900553896,0.0242029550257205,0.0488053505274428,72.0,3.5160625,-0.003937501907348651,0.003937501907348651
4.25,1.1535619000457944,0.1556893208842309,11.390889312835846,0.485,0.0210715821405378,2.3106380641016203e-05,0.0085019968160043,0.0288267795522914,0.059488325211831,73.0,4.3180995,0.0680994987487793,0.0680994987487793
2.8000000000000003,2.995532727891804,0.4138080760102591,11.96840091674147,0.44,0.0261543591460657,4.966866933939781e-05,0.0102356238557518,0.0282664058873813,0.0401391387422975,74.0,5.5713797,2.7713796615600583,2.7713796615600583
4.87,2.5509971117084143,0.7499494322271127,12.501197071818671,0.5,0.0279801830166332,1.9207723633226343e-05,0.010229255566666,0.0300182960800929,0.0432870404864931,75.0,4.861861,-0.008138771057129013,0.008138771057129013
0.0,3.0823954007917624,0.0808497108587966,26.88845782022134,0.54,0.9459868662262548,2.4217658552495687e-05,0.1218796845716821,0.6333569071389213,1.0751172926106802,76.0,-0.013644004,-0.013644004240632057,0.013644004240632057
8.93,1.5869329163531556,0.0860441005996477,11.41551941837276,0.05,0.0216644562933896,1.9287411641923994e-06,0.025292524373592,0.0911529157843338,0.0511143973591206,77.0,8.73473,-0.1952702331542966,0.1952702331542966
7.01,3.163295797959229,0.2210116095894145,12.309273694540224,0.435,0.0296108923388418,4.0254510186456495e-05,0.0107760483490674,0.0486839879398841,0.0517165883297767,78.0,6.62671,-0.3832900619506834,0.3832900619506834
2.31,2.316428420764036,0.2949416890523534,12.43719206890277,0.585,0.0269072424206124,5.414663348130257e-06,0.0101062665072077,0.0314391749674736,0.0814987702056699,79.0,2.3632097,0.05320972442626948,0.05320972442626948
5.41,2.1531008984344684,0.3806015123793992,10.89440314280171,0.455,0.0238470522490925,3.231059255501153e-05,0.0107437585537508,0.0296727152962925,0.0511033573752475,80.0,5.6188145,0.20881446838378892,0.20881446838378892
3.12,2.64401972548066,0.6953232207507237,12.38598759706644,0.48,0.021213981950809,2.724039093818457e-05,0.0094411486230541,0.0267856791844636,0.0379225904563851,81.0,4.057876,0.9378761100769042,0.9378761100769042
0.0,1.0548748671718169,0.06761678687209,20.289165419378616,0.485,0.0244583725033822,6.181825320946012e-05,0.0102561505800065,0.0287101450987339,1.203917010410934,82.0,0.04273769,0.0427376888692379,0.0427376888692379
8.97,1.796801778206676,0.0588255090450999,11.24178095643036,0.025,0.0235873389363534,0.0001328581142356,0.0188028464998683,0.0616207262446908,0.0532163206396145,83.0,8.710549,-0.259450645446778,0.259450645446778
5.45,1.7215785184114687,0.1248806936869728,11.344330938883706,0.49,0.0235361776946243,1.569405921708536e-05,0.0094424383845,0.0435188935116128,0.0379419765852133,84.0,5.0342445,-0.41575546264648455,0.41575546264648455
4.34,1.97200881110407,0.2975861492618339,12.105920632726487,0.455,0.0246801893317833,2.677708064642197e-05,0.0088127628744848,0.0208653718867262,0.0748797954607027,85.0,3.8307655,-0.50923451423645,0.50923451423645
3.33,1.6598720566334215,0.2460322642927983,11.39638920948122,0.465,0.030986828890313,1.8262497688644195e-05,0.0099030660696229,0.031697078147737,0.040111718076452,86.0,3.9387088,0.6087087821960449,0.6087087821960449
6.82,2.9383850252190284,0.6987587105672783,12.543994751117964,0.535,0.0185922529072817,3.5778683822967695e-05,0.0083444077801882,0.0210292101105382,0.0437205141741521,87.0,4.453122,-2.3668778610229495,2.3668778610229495
0.0,1.315686779557532,0.0696562417817234,22.41144372555949,0.535,1.0302016325028742,0.0004525462926026,0.1147615730529692,1.1344919123016004,1.1540801485675538,88.0,0.009725093,0.00972509291023016,0.00972509291023016
9.27,1.2567469243740628,0.0563102962112843,11.134913526041451,0.065,0.03009187213282,0.0008907913939582,0.0277139999836716,0.0763830731812826,0.042515080916029,89.0,8.805078,-0.4649224472045894,0.4649224472045894
3.33,2.5958775895232367,0.1583197809242223,11.57689859066565,0.47,0.0246092862551878,2.839438508061452e-05,0.008907313028909,0.0236526248194275,0.0472856422245286,90.0,3.5926366,0.26263658523559563,0.26263658523559563
2.39,3.06945036061014,0.4448726083241235,12.395406142098237,0.39,0.0259542952945981,9.171855201937924e-06,0.0092805607745043,0.0250025779500915,0.0808183242082907,91.0,2.6096587,0.21965871810913074,0.21965871810913074
6.7,2.483683329882149,0.4587204677183404,11.388809350073991,0.5,0.0234518910542149,5.3427704418379415e-06,0.0094715344518249,0.0316063818340173,0.039369448239277,92.0,6.063582,-0.6364180564880373,0.6364180564880373
6.08,1.4657091782956029,0.7326329504038253,12.16259635214726,0.515,0.0224919608546507,8.754806091116802e-06,0.0088102420878946,0.0313170406910645,0.0570306771306414,93.0,5.3089356,-0.7710643577575684,0.7710643577575684
0.0,1.8284890330640904,0.0921492081807292,28.76702298470591,0.455,0.0407131882093023,4.199413421911368e-06,0.0103282509727586,0.0544333128975704,1.2141010609425755,94.0,0.61733836,0.6173383593559265,0.6173383593559265
9.42,0.7268613109454456,0.0674684816769277,11.454829713576425,0.06,0.0210223563082149,0.0015992735268412,0.0480436895010401,0.0411585059914211,0.0447717574224415,95.0,9.287647,-0.1323527526855468,0.1323527526855468
2.84,1.2284374816382284,0.0716429592436051,11.651802927223985,0.5,0.0257201355088088,3.0934273060978145e-05,0.0096598831090707,0.0233985440859714,0.0448532106155483,96.0,3.436439,0.5964390373229982,0.5964390373229982
4.14,2.922067997908066,0.4569477475311441,12.305155478956245,0.515,0.0278385751486691,7.0202578139512245e-06,0.0097872264029724,0.0384602426552027,0.0760557471820109,97.0,4.1594567,0.019456729888916335,0.019456729888916335
5.6000000000000005,2.946368773464644,0.5139254167886768,11.955200683782495,0.505,0.0205717545165677,6.529639407650322e-05,0.0103968047965593,0.0296622864429352,0.0430017493001932,98.0,5.3560762,-0.24392375946044975,0.24392375946044975
4.18,2.511096521759302,0.7404202165909465,12.61665171257112,0.52,0.0193380391719171,1.022805359879423e-06,0.0090704828366427,0.0200492084326873,0.0464068287026684,99.0,4.3015914,0.1215913963317874,0.1215913963317874
0.0,2.937334744831729,0.0852238348749675,28.016423478295582,0.48,0.5860095690793115,2.5385725167943677e-05,0.0655618572053172,0.0252881848013575,1.0966675839418123,100.0,-0.03288888,-0.032888881862163544,0.032888881862163544
