wave_id,wait_time_ms,x_end,std_all,ringing_energy,max_rolling_std_half,std_tail_50_smooth,max_dev_tail_50,noise_floor,stability_ratio_smooth,max_slope
32.0,4.39,1.785229512060235,0.2675091355907868,8.045106467466393,0.002771677514737231,0.0009882279440104904,0.011157578718226091,0.0024610623903469553,0.0036941838944446934,0.0640674102647753
33.0,4.58,0.9641633689037632,0.1306928476098414,7.471163389585672,0.002720625492867895,0.0008148750244269768,0.010236261998226803,0.0025864031561559264,0.00623503912489987,0.0658130659842541
34.0,4.26,2.5842004887538006,0.41933667737724606,8.05523569415815,0.002599938827342723,0.000722715898172703,0.007783357290911841,0.002380542398037478,0.0017234740852373736,0.069759008649224
35.0,5.91,1.529319165851566,0.27751970404028925,8.519378032704427,0.01262205160459235,0.0010199393393590147,0.009666515956666899,0.002674267625377833,0.00367519610620422,0.04806742993362731
36.0,5.99,0.9877962086969302,0.15668461116524068,8.050830138828308,0.01427863142279418,0.0007188733808003964,0.006378014709564561,0.002211024159943026,0.004588027955433604,0.04132550871861479
37.0,2.97,1.532609483632263,0.16958705080372094,6.3941235492808906,0.002752265925503101,0.0007280698511042675,0.005963436059699401,0.0026198391070193813,0.004293192454026097,0.07617554088987588
38.0,6.38,1.563686548129872,0.26200020511330463,9.423229558783737,0.020653280689545816,0.0005930067749227135,0.005324529324460814,0.002038041371209005,0.0022633828565244017,0.059663852277298805
39.0,3.97,1.612191259626852,0.20562789738748796,7.206506707918382,0.002886347921668342,0.0006919590912851877,0.007087963235773653,0.0023753898731476717,0.0033651031630992537,0.07682568062217349
40.0,4.46,2.373803205431405,0.4234705278347626,8.85663141171672,0.013420817386456807,0.0007566038945271115,0.007335956086956141,0.0024528597930967813,0.0017866742618642462,0.06751830525925073
41.0,3.96,1.1308413657163334,0.14227057353649827,7.08797657829348,0.003010164028117856,0.0008790168668768006,0.0070198612703262775,0.0022781543147681552,0.006178486800524564,0.0556858173765149
42.0,2.39,2.8938520166701047,0.4226179800915431,6.6534946512746025,0.0027498729360691506,0.0006158640895254451,0.010742686401961965,0.0025421993394653107,0.0014572595513678416,0.08363557114585758
43.0,4.39,0.8721956174521008,0.11739714222926519,7.225023221164953,0.0026385307777123104,0.001161072337929116,0.006769874096098638,0.002394428217063461,0.009890124290858211,0.05156344147303271
44.0,4.0,2.858840120416801,0.4725653741550422,8.000069465288352,0.00293412664155808,0.0008261043732416428,0.0078792785302233,0.0024441198279412236,0.0017481271728183837,0.06178077545176497
45.0,4.32,1.6665925135925088,0.24521848449875014,7.9180335866911555,0.0027777962341920957,0.0009530446798611652,0.007935478061121604,0.0024832894857406106,0.0038865123806745916,0.06532554527104306
46.0,6.3500000000000005,1.4282308296493662,0.2397395150866183,8.769715464511066,0.021322636445647785,0.0010936429401221285,0.005555007775214893,0.0026502427010235007,0.004561796728274839,0.05455215036497438
47.0,3.97,1.1592067352015707,0.14052736748544717,6.898051250296449,0.0026209305998674834,0.0007776895835978415,0.008506915928787384,0.002070502191434264,0.005534079176031664,0.058485692119396915
48.0,3.98,1.3838993432065625,0.18992470358607422,6.545687728175624,0.002724492711502746,0.0007055544504064467,0.0060013825151910005,0.0024507621722276575,0.0037149166662870238,0.057093979696463515
49.0,4.43,1.6880796685332646,0.27369124488805874,8.543503501195602,0.008685854297767255,0.0005008049015667197,0.006172950946194078,0.0023925432908635815,0.001829817025903531,0.05508461012612842
50.0,4.34,2.1070386024365813,0.31870557768523394,8.434113420983559,0.0029466724160307893,0.0007265954108890418,0.006907614665424777,0.0023355944979742706,0.0022798327342950456,0.07478716496470328
51.0,3.5,1.5126931106981258,0.1744153382148928,7.001639523109519,0.002897730701961737,0.0009154379154729632,0.010768461694090181,0.002897730701961737,0.005248608978967583,0.07658744841649599
52.0,4.36,2.429256337525934,0.3796475889327065,8.242182602636074,0.002742479826557637,0.0007576822544094688,0.005928644526052906,0.0023674505586193714,0.001995751519307076,0.06704825799276182
53.0,2.82,1.1652019166618572,0.13973660702585416,5.784864112106357,0.0027087750316735566,0.0009891996062335801,0.0065664247612995386,0.0023901682580942103,0.00707902975611486,0.05269048957013031
54.0,4.1,2.04816421503598,0.32084224045288084,7.499301475879653,0.0028482418262696686,0.0010614585664369311,0.011260014457197265,0.0023041129205470913,0.0033083504267714006,0.072062739389828
55.0,4.91,1.2326473660544923,0.1765441204241823,7.242488771398561,0.0026901072228248317,0.0010141624438301821,0.006620356068635758,0.0023996130740874142,0.0057445268392338905,0.0539275085990365
56.0,5.46,1.348126490541397,0.2152896025118449,8.1798332192007,0.009212383522912202,0.0006952066390966203,0.004989031294954538,0.002342875986164207,0.003229169582535699,0.05748191710596562
57.0,3.69,3.0910370922900525,0.45178009987743756,7.651148683326945,0.002477749931515155,0.0009701941666242818,0.007733526169840577,0.0024321175800637355,0.002147492031499377,0.07506240830167288
58.0,2.27,3.1582056729014045,0.44385113996973746,7.054557088417811,0.002727229176179133,0.0010399420747410051,0.006390215827074108,0.0026902714036973717,0.00234299741230565,0.08555745225619621
59.0,6.43,1.4333867123505195,0.24032707289478203,9.375875943184296,0.02350876626629565,0.0011592960747932157,0.008849085434516013,0.0026607543049753817,0.004823826362987171,0.062285822237066885
60.0,2.26,2.8492755301936863,0.39242129432319695,6.710360437842434,0.002844313375406684,0.000970543009734063,0.008449805652131825,0.0026451639757480772,0.002473216977011216,0.08947203887235078
61.0,3.45,1.232130710807604,0.14030719257171514,6.737121578637526,0.0027858266667285915,0.0008537738650913101,0.00872840589439261,0.0024308527774086867,0.006085032729664862,0.06934683241669254
62.0,6.140000000000001,1.906303989235924,0.35283517480942334,8.707793066212247,0.012877202445516642,0.0007910137039401682,0.0072322161217124314,0.002503153750266226,0.002241878809632682,0.05983558433502867
63.0,3.95,1.557087923621141,0.22823984356885935,6.317080780710728,0.0027281505024954918,0.0009162053768205684,0.006925960662884423,0.002372887055383386,0.004014221875024769,0.05618757568604049
64.0,3.96,2.3876777855198688,0.35506976693152725,7.139130006463019,0.0026913088863538383,0.0005891890379774404,0.010138752381063654,0.0022332139489814923,0.0016593613176638044,0.08188613132914413
65.0,4.3,2.368130219821172,0.35734172924891844,8.14632348195367,0.0028502737149548995,0.0006298310397791497,0.008755435427600933,0.0021481699145076316,0.0017625454472961206,0.0870760653537405
66.0,4.42,1.2958773448954155,0.17405342616493336,7.627555685984271,0.0028497204339794488,0.0009098299204421128,0.007682948302009995,0.0026044701260943288,0.005227302531537953,0.053675932679434046
67.0,4.42,3.0738973708710686,0.5674231649029738,8.723856497956268,0.010819059838140792,0.000871615632987311,0.009578065907030364,0.0024985330105413168,0.0015360945505287183,0.06412073844931349
68.0,6.4,1.502066722275367,0.2667486737291636,8.976712931400593,0.013898336079249436,0.0008340731950521646,0.006529425728849514,0.0024698928951900397,0.0031268128919441462,0.047009158801673
69.0,3.0,1.0788402476559158,0.11346362776153271,5.840871279530562,0.002682771524810568,0.0010274463634943175,0.009800346703024765,0.002447986194924961,0.009055292649362631,0.06683360843701924
70.0,2.2,2.634552378608669,0.35398619896688144,6.634369796636756,0.0027110609362935283,0.0006937123574743506,0.00795365180145291,0.0026958347349328145,0.001959715823778592,0.08596751857897222
71.0,4.38,1.8088127962131744,0.30332051322625736,7.7131609218419515,0.006217916657251507,0.0008416653988631178,0.008689730668139939,0.002637633654902871,0.002774838362021535,0.05588182318897483
72.0,4.41,1.8959342412702225,0.3102262769813561,8.713629963923669,0.00876740796268042,0.0004802312536556237,0.006255145557651609,0.0021696394428966127,0.0015480031439647564,0.0572587044085866
73.0,4.33,2.7281247443301924,0.4648119505307923,8.631790867919625,0.00843620941389877,0.0011793712232583038,0.009716283324412434,0.002853662776366777,0.002537308301506043,0.07510866247409842
74.0,4.37,2.674513608481531,0.4461499946559336,8.327149143088075,0.006713038492356441,0.000732601864610318,0.009901265721357966,0.002800042657142468,0.0016420528336736624,0.0653062862062712
75.0,2.21,3.1106218136034385,0.41076537247131883,6.84962886829587,0.003173754736986667,0.0006859087512687761,0.007141770517779644,0.0021768336953500098,0.0016698309925012916,0.092548537941606
76.0,2.35,2.103622062956741,0.2918155367907689,6.541839245686878,0.002602665125866991,0.000716029509090273,0.008470686669043825,0.0025184692126936736,0.0024537059078864557,0.06583901535345049
77.0,5.33,1.0013211109396365,0.1525653793006182,7.817874498956751,0.009475409408481461,0.0005847707818141902,0.006420472715337744,0.0023134062271988297,0.0038329192419797003,0.05975492411934097
78.0,3.98,1.5576659654549905,0.1916229010576594,6.893466532327124,0.002731930875219103,0.0007894542459385148,0.009861794163228632,0.002365044466814634,0.004119832428490034,0.06325516855269411
79.0,5.98,1.7637333689330987,0.29531568968660726,8.723299000853258,0.015536598950316022,0.0007031718149917199,0.007958807011254843,0.0023930342227864144,0.002381085181613105,0.06056578450146488
80.0,6.15,2.6931913816387087,0.4764620077967545,9.325664408893227,0.018932366218139776,0.0010633779078018312,0.009233870687988421,0.002587865894916934,0.0022318209808317347,0.067755881650845
81.0,2.35,1.9231357832696845,0.26486836884168247,6.501094836947855,0.0028054194823503953,0.0007918682528220438,0.007697031141816302,0.0027530488362605488,0.002989667106326665,0.06775477092821541
82.0,2.96,0.9903998809641916,0.11533253724485287,5.482509658508466,0.002725046685787519,0.0006847335605683758,0.007280049393677546,0.0025609178089607784,0.005937037118828298,0.054360700636956694
83.0,3.97,1.4410968380192768,0.18145617264039715,6.74509138244615,0.002699996464801076,0.0008570392830178393,0.010555348837592238,0.0025799081203496162,0.004723120000955639,0.0673589269080922
84.0,2.97,1.811520408956918,0.23644223980228193,6.533092717079871,0.0028168983850865347,0.000581306937657506,0.005743170909753292,0.0020328232970696545,0.002458557894245332,0.0676084139053836
85.0,2.25,1.5418769012271551,0.19382093102967304,6.05963437150457,0.002825678794698373,0.0008751891910176753,0.007425175751299751,0.0025957486053572935,0.004515452391301513,0.06017657341322841
86.0,3.84,2.842305772491029,0.3974249234980972,7.410260846366725,0.0026570148801049044,0.0008384420525466662,0.008594942586000354,0.0024134807177795974,0.0021096866373077226,0.08379486577453141
87.0,4.32,1.688246570423734,0.2559299152096033,7.696772172710428,0.0029618574455941567,0.000994195611083877,0.004974971229588565,0.0024653650608916036,0.003884640083536165,0.056030975397311
88.0,3.98,1.6801393821098662,0.21983440858475517,7.319578905787854,0.0027942482829472837,0.001224608803154741,0.009174005953213937,0.0026596950630501217,0.005570596547955811,0.06526467235988179
89.0,2.43,2.559688252271429,0.3624999664583957,7.098847303083511,0.002875133295348669,0.0010873693991513148,0.010872332924015904,0.0025526077781164408,0.0029996399910742406,0.07553288670541414
90.0,2.31,2.495934970652446,0.3458910756902776,6.972116455775744,0.0028576668043284025,0.0006292835184871664,0.007752888783493894,0.002288580306995281,0.0018193112251075729,0.08438355037771761
91.0,4.15,2.99741088754328,0.49746625571261344,8.55335608362439,0.0027702934433766605,0.0005569414816785921,0.005309526712280022,0.0023795726658430213,0.001119556299876511,0.06854776468092372
92.0,2.24,2.5409792452844937,0.3093645031716526,6.548754457788819,0.002749417376011615,0.0010973740091337122,0.006541209523934999,0.002485054015749353,0.003547187845845521,0.08987818711534062
93.0,2.24,1.9142737230442912,0.21954214367552016,6.437292276397937,0.0026725202264059507,0.0009673033289507764,0.009500085490351529,0.0025623840950087613,0.004406002912927883,0.0997544182672247
94.0,3.08,1.3104660218667308,0.16379009000027936,6.198892231951726,0.0026024076661877444,0.0006468313777225413,0.005745679844739726,0.002255711039352678,0.003949148411679178,0.058203580908382624
95.0,2.87,1.7662658999219625,0.20154917928310878,6.262692461159187,0.002865264897396417,0.0013065779771903325,0.014257097654459816,0.0026246764627396455,0.006482675718923937,0.0699015561224039
96.0,6.36,2.026250799432761,0.349848128961148,9.229492211932387,0.01745772127141662,0.0008884073696619104,0.00616672859416445,0.0025382945980338043,0.0025394086564377847,0.07329773566197101
97.0,2.18,2.304119466487584,0.27919018159125847,6.456933504221476,0.002897354258375111,0.0007908084586405784,0.007755593688233642,0.002737178855344827,0.0028325081179460454,0.07730842436730259
98.0,2.19,2.149910829130245,0.2581231777876427,6.513437399311493,0.0027816348098944742,0.0004931542501750572,0.007949401619791185,0.0025108339967839606,0.0019105384200338472,0.09476824366765199
99.0,2.32,2.663435759430922,0.3561151259964808,6.940709552064499,0.0029480704493032727,0.0009091375017638948,0.011705469722191886,0.0024763160434627097,0.002552931433808143,0.086938753739192
100.0,6.48,0.8701535387026518,0.14628963035852904,8.632013763918184,0.014154370394729986,0.0006236796929906779,0.005412538718609028,0.0023911373205173212,0.0042633212429263245,0.04328623978737123
