wave_id,wait_time_ms,x_end,std_all,ringing_energy,crossing_rate,overshoot_intensity,tail_slope,noise_floor,max_dev_tail_50,max_slope
18.0,3.44,1.422741734205956,0.09065949127856125,11.05518131040743,0.51,0.02755205968457486,8.444692069651521e-06,0.009726134266761579,0.03293948524647927,0.04253600925024803
19.0,4.59,2.192372792923209,0.3865448505353299,12.105070658095933,0.495,0.026262332131022248,5.53032578060938e-05,0.009885431625183034,0.034517218115382775,0.0706146509069352
20.0,5.0600000000000005,2.288585620362111,0.40730490997802027,11.545341130085443,0.545,0.020512589437029494,2.0646096826089368e-05,0.010112045407782225,0.0290948886211968,0.03899932977137954
21.0,5.46,2.0121796112450814,0.7492020337751161,12.656413832404095,0.52,0.03093158802988638,3.4717043983872994e-05,0.010392324662545879,0.042428390669983385,0.04253506798917783
22.0,0.0,1.8555924175828509,0.0827014793337641,25.684210004389772,0.505,1.0518495798400163,0.00016990015693474199,0.11717277039866612,0.029271813299236893,1.1766980383004144
23.0,8.85,2.0703634843797287,0.10125201205352877,11.476283966555274,0.035,0.027383614002689072,0.001742832405247769,0.05161321070827839,0.0950800308088724,0.0372368215751
24.0,3.6,1.8422499107317007,0.12369409014182788,11.211444405406846,0.43,0.022749153208903694,1.1089309437405898e-05,0.010027583961801671,0.02672726909695733,0.061485359464813705
25.0,2.37,1.781187976568218,0.22137502451733854,12.168546403603365,0.51,0.022960226108918347,2.1680058488756277e-05,0.010292851910318491,0.024522316891295137,0.08080457488027437
26.0,5.18,1.971991674127516,0.3477301566753609,11.477315686267302,0.485,0.02601423232279587,1.4305716139924084e-05,0.009883513500423727,0.022524109767606326,0.041171314811300874
27.0,3.22,1.8425689769607057,0.6898045621276104,13.132812553046644,0.525,0.02670516872325779,4.1131512856642486e-05,0.010188960110465783,0.036306728654658116,0.039938008082397225
28.0,0.0,2.6197671612625872,0.07374466314090786,23.8860481834036,0.475,1.0128257760701458,0.000523773627944894,0.1321282242814489,1.121242183056168,1.1309615443053977
29.0,8.0,1.4617628007582235,0.1179755201979843,11.471698399870272,0.02,0.025264271191322463,0.002899462077297452,0.08698329245110287,0.16618961798828003,0.0419085705086506
30.0,3.44,1.5642677642124394,0.09931532522019218,11.608408576337153,0.46,0.02410783501878111,2.1425287009040926e-05,0.010323123794734844,0.023902751048239912,0.04603007969895234
31.0,4.42,2.7495218248265134,0.45732946443111083,12.606105479339304,0.525,0.029817200760327456,4.8851088212867346e-05,0.010343823672209932,0.021157440507240555,0.07086222096206846
32.0,3.75,1.3278086071224255,0.21884297242222647,11.199925265086687,0.47,0.02345314951374622,6.0371693666603204e-05,0.010960207522150739,0.045699443000072115,0.041225005094010614
33.0,3.91,1.1494244515245924,0.7249176505247614,12.766824995431405,0.57,0.02147100099816268,2.6728528871239976e-05,0.008652504139887426,0.030273680307639106,0.04705525598576665
34.0,0.0,0.8631150346456479,0.0830379200356403,25.896053320051294,0.49,0.02611012470552354,6.190607119453534e-06,0.009550968907265112,0.03338779553774951,1.1956229272119492
35.0,8.92,2.9350326379075318,0.06693442990909068,11.088159508276092,0.035,0.018346715855206863,0.0002790037451330665,0.013649768111992094,0.03483638321695004,0.04180541867559118
36.0,3.36,2.3213696119474703,0.1434206383690926,11.339015670558222,0.49,0.023907282728103496,5.4419433819314e-05,0.009512734253131355,0.041522513165090924,0.04374170077701711
37.0,4.45,2.4572691789759777,0.4421241387421663,12.027865325135313,0.515,0.022289693165597146,4.361792516751502e-05,0.008956018277785185,0.022194687640635813,0.06479890623181672
38.0,3.4,1.5104968730669264,0.2280420420771482,11.34826743416381,0.53,0.024935510069034494,7.014623057040058e-05,0.009079214083640303,0.03574545414545671,0.04239876996110925
39.0,5.65,1.690185941182528,0.7464452438280917,12.241474910435095,0.475,0.02374578754313772,4.650057709274348e-05,0.009475468824790534,0.026242366619176893,0.04303218041830892
40.0,0.0,2.113744790167534,0.08827738986930975,28.190929017794623,0.56,0.8482077641934889,0.0005718538407170173,0.14989196518270573,0.8399345020546907,1.1695642741024623
41.0,0.0,3.221530707491647,0.0959824349821708,11.607140670389384,0.09,0.03474992975205593,0.002474463181979016,0.07258850344546301,0.1261506129059744,0.061040090105353606
42.0,3.11,2.4548103843684186,0.1438484147159866,10.961299638508173,0.415,0.030913552191869087,6.977333331718623e-05,0.010048853091305108,0.027294746814359616,0.0429756913535968
43.0,2.53,1.89891978100634,0.26672097522330807,12.362023925295167,0.485,0.0272700885519066,6.249283411751103e-05,0.010614536168061676,0.029143195892632034,0.0636670527604897
44.0,4.61,1.239933611924451,0.21241593574879386,11.396907205597966,0.555,0.03697792208966022,3.341645546512442e-05,0.010413637574974703,0.027184895568259426,0.04114535703287281
45.0,7.01,1.3433606211184397,0.6991092365458169,11.695193770689322,0.51,0.023101951638355045,7.842880898896618e-06,0.008876441649698983,0.020624630296018687,0.040749801650842965
46.0,0.0,2.5438114348318672,0.06096364293716014,20.162847437272866,0.51,0.02450685261275609,1.8273536211681715e-05,0.008848647412648292,0.029215180544255315,1.174898878780958
47.0,8.64,0.8022401974580327,0.07517457667559585,11.228515222156075,0.06,0.021591547723056936,0.0008068295548240011,0.02869912561505899,0.08145439676039168,0.04051986044526379
48.0,2.81,1.0087803053897124,0.05847928482741481,11.707501293337478,0.505,0.024655088762259192,4.999666270027059e-05,0.011116168631666305,0.03986547990000722,0.04756557905309966
49.0,6.23,1.2397504498494152,0.20871095157605687,12.211572970523704,0.495,0.023573759485126633,2.8844747744852903e-05,0.010117109869102747,0.029957134829240673,0.06572103775115545
50.0,3.58,1.918640169927674,0.29746479723471886,11.596913433316882,0.53,0.025602571500503934,5.9093388672510555e-06,0.010755808156113864,0.04102667972171958,0.04335800119959066
51.0,5.83,0.8254939515024227,0.7436708026035621,12.963136239086884,0.475,0.03105553775243519,5.722080693126486e-05,0.010046575507335224,0.03138965918330716,0.04398154239325924
52.0,0.0,1.4356827731517543,0.05994080548906932,19.51729137444796,0.515,0.027609760828281704,3.596246482012926e-05,0.010198523682477123,0.022713511451617263,1.1276759856175431
53.0,9.99,1.8855149327862732,0.0693640320049661,11.662985213753304,0.09,0.025498732041973504,0.0011116123287141346,0.03719103149602907,0.13141241651515045,0.048160447930586825
54.0,5.57,3.0688082096016216,0.22752128854978734,11.513246471078173,0.35,0.03254643432751525,3.024410022020196e-05,0.012216877175197654,0.04038817203222944,0.0547166681064053
55.0,2.39,1.5043545528474884,0.20020430826511323,11.30511367815336,0.47,0.01986472136795947,3.027681079540422e-05,0.00898188627337229,0.021632851926283614,0.0602885536849046
56.0,4.96,2.6400196201482573,0.4640675237544802,11.8963755522433,0.545,0.02527137448196415,5.206685175717357e-05,0.011112103078551372,0.04011730643689093,0.05145466560491707
57.0,3.77,1.3743380655284496,0.7190829875179207,12.027523123490356,0.54,0.029795239453118905,1.9960845020630287e-05,0.009359064494590195,0.018545044182732617,0.040621696746818925
58.0,0.0,2.372070884932321,0.08205452769319539,25.37741371983479,0.545,0.8422893664844371,0.0003083523906581557,0.12246736541449729,0.026295126431262528,1.1760951398225648
59.0,7.49,2.69186175008847,0.0879698516300136,11.078330700029117,0.08,0.029754263178772167,0.0017052412039225554,0.05121485669651965,0.11250675146436473,0.04208738765319042
60.0,5.65,2.686426921561842,0.20262017047728506,11.411144768691237,0.315,0.022744370158160887,4.783982726985309e-05,0.009399885253643665,0.02412976865669636,0.03829699742345927
61.0,4.23,2.1208929546799555,0.35073120138714486,12.001771987322014,0.565,0.03346702089256359,5.474455275362991e-05,0.010604858908598675,0.0337603199448524,0.054763780326932854
62.0,5.22,1.384417760186645,0.24556052530007202,10.795289625448184,0.435,0.02325208553487701,8.570975788339701e-06,0.00870589892699299,0.02500862335020293,0.059286757273689705
63.0,7.15,1.4207787601201054,0.6898657385175212,11.80107316042674,0.485,0.027117734612185584,1.668487152876934e-05,0.010661278213637822,0.03786928553455504,0.05348457662957662
64.0,0.0,1.7670583045491963,0.07878382323585759,25.206089193832867,0.44,1.0382650719589543,0.0001186150152195863,0.11548812242784486,1.1508055177397527,1.1429757962673346
65.0,9.99,2.683687417117229,0.12080766024942093,11.749138580175586,0.04,0.03389380491852556,0.001461255784647097,0.05081505588447332,0.17214790015185155,0.054379277065570886
66.0,2.92,1.3239518724043005,0.07567153164560725,11.355754402378587,0.5,0.02115627222328631,4.112048304049858e-05,0.009841197876969965,0.035326491131589366,0.04462897675202182
67.0,4.5,1.1281188460099845,0.18438424551461605,11.335875065817747,0.51,0.033729732855676264,1.940268036194881e-05,0.009910671431501455,0.034448852270786645,0.049274551007200684
68.0,4.12,1.354223117598183,0.22122590624659705,11.277211288013117,0.54,0.020220620350476226,2.6891293027073228e-05,0.00906412734254982,0.022523146997872612,0.054447099510264385
69.0,4.2700000000000005,1.549476708716239,0.737640140053071,12.09989237271865,0.49,0.02695411060679742,7.672562363503684e-07,0.010291297309971607,0.036143320000541435,0.041993620790581776
70.0,0.0,2.8268743670293226,0.07514489884061269,23.92607953408845,0.55,0.031839279522909436,1.0143960766280375e-05,0.012022125910042095,0.04245999764800512,1.1775008039635875
71.0,9.08,1.790436970723814,0.08117583560254205,11.609106858154895,0.035,0.024147924217534644,0.0016152484731953908,0.05001691445233615,0.036360684564086476,0.05140755832144195
72.0,3.39,2.449596190033455,0.15281708504534694,11.280057009810289,0.475,0.026909241071618517,5.389260793868069e-06,0.009705490055389648,0.024202955025720563,0.04880535052744284
73.0,4.3,1.1535619000457944,0.15568932088423093,11.390889312835846,0.485,0.021071582140537837,2.3106380641016203e-05,0.008501996816004337,0.028826779552291404,0.059488325211831006
74.0,2.69,2.995532727891804,0.41380807601025915,11.96840091674147,0.44,0.026154359146065786,4.966866933939781e-05,0.01023562385575183,0.028266405887381385,0.040139138742297575
75.0,5.0600000000000005,2.5509971117084143,0.7499494322271127,12.501197071818673,0.5,0.027980183016633298,1.9207723633226343e-05,0.010229255566666078,0.030018296080092988,0.04328704048649312
76.0,0.0,3.0823954007917624,0.08084971085879668,26.88845782022134,0.54,0.9459868662262547,2.4217658552495687e-05,0.12187968457168216,0.6333569071389213,1.0751172926106802
77.0,9.1,1.5869329163531556,0.08604410059964777,11.41551941837276,0.05,0.021664456293389645,1.9287411641923994e-06,0.02529252437359201,0.09115291578433382,0.0511143973591206
78.0,5.3500000000000005,3.163295797959229,0.22101160958941454,12.309273694540224,0.435,0.029610892338841843,4.0254510186456495e-05,0.01077604834906745,0.048683987939884155,0.05171658832977677
79.0,2.42,2.316428420764036,0.2949416890523534,12.43719206890277,0.585,0.026907242420612487,5.414663348130257e-06,0.010106266507207735,0.031439174967473615,0.08149877020566998
80.0,5.08,2.1531008984344684,0.3806015123793992,10.89440314280171,0.455,0.02384705224909256,3.231059255501153e-05,0.010743758553750845,0.029672715296292562,0.051103357375247516
81.0,3.31,2.64401972548066,0.6953232207507237,12.38598759706644,0.48,0.021213981950809035,2.7240390938184572e-05,0.009441148623054136,0.026785679184463618,0.03792259045638513
82.0,0.0,1.0548748671718169,0.06761678687209,20.289165419378616,0.485,0.02445837250338223,6.181825320946012e-05,0.010256150580006576,0.02871014509873393,1.203917010410934
83.0,9.15,1.796801778206676,0.058825509045099915,11.241780956430361,0.025,0.023587338936353452,0.00013285811423568186,0.018802846499868343,0.06162072624469084,0.05321632063961457
84.0,5.36,1.7215785184114687,0.12488069368697283,11.344330938883706,0.49,0.02353617769462435,1.569405921708536e-05,0.009442438384500013,0.043518893511612866,0.037941976585213366
85.0,4.42,1.97200881110407,0.2975861492618339,12.105920632726487,0.455,0.024680189331783398,2.6777080646421972e-05,0.008812762874484887,0.020865371886726214,0.0748797954607027
86.0,3.15,1.6598720566334215,0.2460322642927983,11.39638920948122,0.465,0.030986828890313012,1.8262497688644195e-05,0.009903066069622952,0.031697078147737034,0.040111718076452085
87.0,7.01,2.9383850252190284,0.6987587105672783,12.543994751117964,0.535,0.018592252907281726,3.5778683822967695e-05,0.008344407780188223,0.021029210110538266,0.043720514174152125
88.0,0.0,1.315686779557532,0.06965624178172347,22.41144372555949,0.535,1.0302016325028742,0.0004525462926026564,0.11476157305296925,1.1344919123016004,1.1540801485675538
89.0,8.93,1.2567469243740628,0.056310296211284395,11.134913526041451,0.065,0.030091872132820052,0.0008907913939582336,0.02771399998367165,0.07638307318128268,0.04251508091602907
90.0,3.27,2.5958775895232367,0.15831978092422233,11.57689859066565,0.47,0.02460928625518788,2.839438508061452e-05,0.008907313028909007,0.023652624819427537,0.04728564222452869
91.0,2.42,3.06945036061014,0.4448726083241235,12.395406142098235,0.39,0.02595429529459814,9.171855201937923e-06,0.009280560774504374,0.02500257795009153,0.08081832420829077
92.0,5.71,2.483683329882149,0.45872046771834046,11.388809350073991,0.5,0.02345189105421497,5.3427704418379415e-06,0.009471534451824967,0.031606381834017316,0.039369448239277016
93.0,6.2700000000000005,1.4657091782956029,0.7326329504038253,12.16259635214726,0.515,0.022491960854650772,8.754806091116802e-06,0.008810242087894672,0.03131704069106456,0.05703067713064147
94.0,0.0,1.8284890330640904,0.09214920818072926,28.76702298470591,0.455,0.040713188209302364,4.199413421911368e-06,0.010328250972758638,0.054433312897570474,1.2141010609425757
95.0,8.98,0.7268613109454456,0.06746848167692776,11.454829713576423,0.06,0.021022356308214918,0.00159927352684126,0.048043689501040196,0.041158505991421124,0.04477175742244155
96.0,3.01,1.2284374816382284,0.0716429592436051,11.651802927223983,0.5,0.025720135508808806,3.0934273060978145e-05,0.009659883109070741,0.023398544085971418,0.04485321061554837
97.0,4.05,2.922067997908066,0.45694774753114414,12.305155478956245,0.515,0.027838575148669165,7.0202578139512245e-06,0.009787226402972497,0.03846024265520276,0.07605574718201091
98.0,4.86,2.946368773464644,0.5139254167886768,11.955200683782497,0.505,0.020571754516567786,6.529639407650322e-05,0.010396804796559387,0.029662286442935226,0.04300174930019329
99.0,4.37,2.511096521759302,0.7404202165909465,12.61665171257112,0.52,0.01933803917191712,1.022805359879423e-06,0.009070482836642767,0.020049208432687315,0.046406828702668435
100.0,0.0,2.937334744831729,0.08522383487496753,28.016423478295586,0.48,0.5860095690793115,2.5385725167943674e-05,0.06556185720531726,0.025288184801357527,1.0966675839418123
