wave_id,case_id,sample,time_ms,value,sd,low_limit,high_limit
1,1,42,0.42,1.410178965580094,0.01,2.383607895385378,2.4916810482057112
1,1,43,0.43,1.4383036342087319,0.01,2.383607895385378,2.4916810482057112
1,1,44,0.44,1.4564758236613986,0.01,2.383607895385378,2.4916810482057112
1,1,45,0.45,1.4631845910447083,0.01,2.383607895385378,2.4916810482057112
1,1,46,0.46,1.5055941084659337,0.01,2.383607895385378,2.4916810482057112
1,1,47,0.47000000000000003,1.5113282225678255,0.01,2.383607895385378,2.4916810482057112
1,1,48,0.48,1.5578094829854472,0.01,2.383607895385378,2.4916810482057112
1,1,49,0.49,1.55807752245919,0.01,2.383607895385378,2.4916810482057112
1,1,50,0.5,1.5679890676700092,0.01,2.383607895385378,2.4916810482057112
1,1,51,0.51,1.5814996993313453,0.01,2.383607895385378,2.4916810482057112
1,1,52,0.52,1.5911189827067045,0.01,2.383607895385378,2.4916810482057112
1,1,53,0.53,1.6051398451338472,0.01,2.383607895385378,2.4916810482057112
1,1,54,0.54,1.6126598130404124,0.01,2.383607895385378,2.4916810482057112
1,1,55,0.55,1.6218702261688984,0.01,2.383607895385378,2.4916810482057112
1,1,56,0.56,1.6440534045723911,0.01,2.383607895385378,2.4916810482057112
1,1,57,0.5700000000000001,1.6698785668934986,0.01,2.383607895385378,2.4916810482057112
1,1,58,0.58,1.670490713042001,0.01,2.383607895385378,2.4916810482057112
1,1,59,0.59,1.7175602627496995,0.01,2.383607895385378,2.4916810482057112
1,1,60,0.6,1.6947101616454252,0.01,2.383607895385378,2.4916810482057112
1,1,61,0.61,1.7170665216542502,0.01,2.383607895385378,2.4916810482057112
1,1,62,0.62,1.7462478435833637,0.01,2.383607895385378,2.4916810482057112
1,1,63,0.63,1.743976161205849,0.01,2.383607895385378,2.4916810482057112
1,1,64,0.64,1.7424381205263886,0.01,2.383607895385378,2.4916810482057112
1,1,65,0.65,1.7582579775695333,0.01,2.383607895385378,2.4916810482057112
1,1,66,0.66,1.755618957331876,0.01,2.383607895385378,2.4916810482057112
1,1,67,0.67,1.7884078257738298,0.01,2.383607895385378,2.4916810482057112
1,1,68,0.68,1.7772329245781209,0.01,2.383607895385378,2.4916810482057112
1,1,69,0.6900000000000001,1.7793214100735102,0.01,2.383607895385378,2.4916810482057112
1,1,70,0.7000000000000001,1.805513195482464,0.01,2.383607895385378,2.4916810482057112
1,1,71,0.71,1.8018245584463133,0.01,2.383607895385378,2.4916810482057112
1,1,72,0.72,1.821885202350699,0.01,2.383607895385378,2.4916810482057112
1,1,73,0.73,1.8301653956900639,0.01,2.383607895385378,2.4916810482057112
1,1,74,0.74,1.832976363083766,0.01,2.383607895385378,2.4916810482057112
1,1,75,0.75,1.837101417735468,0.01,2.383607895385378,2.4916810482057112
1,1,76,0.76,1.8453248366867163,0.01,2.383607895385378,2.4916810482057112
1,1,77,0.77,1.8644395117920918,0.01,2.383607895385378,2.4916810482057112
1,1,78,0.78,1.866700610774353,0.01,2.383607895385378,2.4916810482057112
1,1,79,0.79,1.8562597359140973,0.01,2.383607895385378,2.4916810482057112
1,1,80,0.8,1.8809191030940238,0.01,2.383607895385378,2.4916810482057112
1,1,81,0.81,1.8935627121894463,0.01,2.383607895385378,2.4916810482057112
1,1,82,0.8200000000000001,1.885053157953119,0.01,2.383607895385378,2.4916810482057112
1,1,83,0.8300000000000001,1.8943400617566648,0.01,2.383607895385378,2.4916810482057112
1,1,84,0.84,1.898152367532148,0.01,2.383607895385378,2.4916810482057112
1,1,85,0.85,1.9137020615551459,0.01,2.383607895385378,2.4916810482057112
1,1,86,0.86,1.9117459609468215,0.01,2.383607895385378,2.4916810482057112
1,1,87,0.87,1.9102689020144772,0.01,2.383607895385378,2.4916810482057112
1,1,88,0.88,1.8975270511606672,0.01,2.383607895385378,2.4916810482057112
1,1,89,0.89,1.9183633987339113,0.01,2.383607895385378,2.4916810482057112
1,1,90,0.9,1.949634476273764,0.01,2.383607895385378,2.4916810482057112
1,1,91,0.91,1.9226912249104002,0.01,2.383607895385378,2.4916810482057112
1,1,92,0.92,1.9442889215182373,0.01,2.383607895385378,2.4916810482057112
1,1,93,0.93,1.9366566654539215,0.01,2.383607895385378,2.4916810482057112
1,1,94,0.9400000000000001,1.9515058453475498,0.01,2.383607895385378,2.4916810482057112
1,1,95,0.9500000000000001,1.9504086194625518,0.01,2.383607895385378,2.4916810482057112
1,1,96,0.96,1.978571606391676,0.01,2.383607895385378,2.4916810482057112
1,1,97,0.97,1.9513473973879603,0.01,2.383607895385378,2.4916810482057112
1,1,98,0.98,1.9710224620164951,0.01,2.383607895385378,2.4916810482057112
1,1,99,0.99,1.9643335992588609,0.01,2.383607895385378,2.4916810482057112
1,1,100,1.0,1.974471546105478,0.01,2.383607895385378,2.4916810482057112
1,1,101,1.01,1.9532298488278312,0.01,2.383607895385378,2.4916810482057112
1,1,102,1.02,1.9635089374014216,0.01,2.383607895385378,2.4916810482057112
1,1,103,1.03,1.9864760011509957,0.01,2.383607895385378,2.4916810482057112
1,1,104,1.04,1.9777689376872094,0.01,2.383607895385378,2.4916810482057112
1,1,105,1.05,1.9599717597673685,0.01,2.383607895385378,2.4916810482057112
1,1,106,1.06,1.9997054907046081,0.01,2.383607895385378,2.4916810482057112
1,1,107,1.07,1.97631273017044,0.01,2.383607895385378,2.4916810482057112
1,1,108,1.08,2.0013661532492133,0.01,2.383607895385378,2.4916810482057112
1,1,109,1.09,2.0025368793896146,0.01,2.383607895385378,2.4916810482057112
1,1,110,1.1,2.0063679482429384,0.01,2.383607895385378,2.4916810482057112
1,1,111,1.11,2.000768918315247,0.01,2.383607895385378,2.4916810482057112
1,1,112,1.12,1.988544748072324,0.01,2.383607895385378,2.4916810482057112
1,1,113,1.1300000000000001,2.0270422426107055,0.01,2.383607895385378,2.4916810482057112
1,1,114,1.1400000000000001,2.0024686319827665,0.01,2.383607895385378,2.4916810482057112
1,1,115,1.1500000000000001,2.022142903218664,0.01,2.383607895385378,2.4916810482057112
1,1,116,1.16,2.0116747483491935,0.01,2.383607895385378,2.4916810482057112
1,1,117,1.17,2.0184169606524445,0.01,2.383607895385378,2.4916810482057112
1,1,118,1.18,2.0257157162994055,0.01,2.383607895385378,2.4916810482057112
1,1,119,1.19,2.0198669145456285,0.01,2.383607895385378,2.4916810482057112
1,1,120,1.2,2.0240753032384884,0.01,2.383607895385378,2.4916810482057112
1,1,121,1.21,2.033740493194838,0.01,2.383607895385378,2.4916810482057112
1,1,122,1.22,2.0260162064706266,0.01,2.383607895385378,2.4916810482057112
1,1,123,1.23,2.024217377268073,0.01,2.383607895385378,2.4916810482057112
1,1,124,1.24,2.040272509051144,0.01,2.383607895385378,2.4916810482057112
1,1,125,1.25,2.0311919937574316,0.01,2.383607895385378,2.4916810482057112
1,1,126,1.26,2.044125654757795,0.01,2.383607895385378,2.4916810482057112
1,1,127,1.27,2.0329020248600607,0.01,2.383607895385378,2.4916810482057112
1,1,128,1.28,2.043536660031467,0.01,2.383607895385378,2.4916810482057112
1,1,129,1.29,2.062419271392504,0.01,2.383607895385378,2.4916810482057112
1,1,130,1.3,2.0299015404520744,0.01,2.383607895385378,2.4916810482057112
1,1,131,1.31,2.066498628013613,0.01,2.383607895385378,2.4916810482057112
1,1,132,1.32,2.055671334925163,0.01,2.383607895385378,2.4916810482057112
1,1,133,1.33,2.0455728754401097,0.01,2.383607895385378,2.4916810482057112
1,1,134,1.34,2.059046462424778,0.01,2.383607895385378,2.4916810482057112
1,1,135,1.35,2.0721470699388362,0.01,2.383607895385378,2.4916810482057112
1,1,136,1.36,2.059606826297916,0.01,2.383607895385378,2.4916810482057112
1,1,137,1.37,2.0724958485975495,0.01,2.383607895385378,2.4916810482057112
1,1,138,1.3800000000000001,2.09238444744004,0.01,2.383607895385378,2.4916810482057112
1,1,139,1.3900000000000001,2.0791674885644467,0.01,2.383607895385378,2.4916810482057112
1,1,140,1.4000000000000001,2.0834332270549543,0.01,2.383607895385378,2.4916810482057112
1,1,141,1.41,2.0850157434453362,0.01,2.383607895385378,2.4916810482057112
1,1,142,1.42,2.094803980892442,0.01,2.383607895385378,2.4916810482057112
1,1,143,1.43,2.10487365688968,0.01,2.383607895385378,2.4916810482057112
1,1,144,1.44,2.0911174507977246,0.01,2.383607895385378,2.4916810482057112
1,1,145,1.45,2.097022094070703,0.01,2.383607895385378,2.4916810482057112
1,1,146,1.46,2.1011663951009187,0.01,2.383607895385378,2.4916810482057112
1,1,147,1.47,2.1069493572298614,0.01,2.383607895385378,2.4916810482057112
1,1,148,1.48,2.089273878960253,0.01,2.383607895385378,2.4916810482057112
1,1,149,1.49,2.1155267939403926,0.01,2.383607895385378,2.4916810482057112
1,1,150,1.5,2.1247262284430284,0.01,2.383607895385378,2.4916810482057112
1,1,151,1.51,2.116466615488429,0.01,2.383607895385378,2.4916810482057112
1,1,152,1.52,2.120942745024257,0.01,2.383607895385378,2.4916810482057112
1,1,153,1.53,2.1108302179476257,0.01,2.383607895385378,2.4916810482057112
1,1,154,1.54,2.123018145675842,0.01,2.383607895385378,2.4916810482057112
1,1,155,1.55,2.122525219174333,0.01,2.383607895385378,2.4916810482057112
1,1,156,1.56,2.1467585503151536,0.01,2.383607895385378,2.4916810482057112
1,1,157,1.57,2.13628921894672,0.01,2.383607895385378,2.4916810482057112
1,1,158,1.58,2.1547723536309222,0.01,2.383607895385378,2.4916810482057112
1,1,159,1.59,2.1593096164040073,0.01,2.383607895385378,2.4916810482057112
1,1,160,1.6,2.14800872037318,0.01,2.383607895385378,2.4916810482057112
1,1,161,1.61,2.1527834047895267,0.01,2.383607895385378,2.4916810482057112
1,1,162,1.62,2.1620137390499528,0.01,2.383607895385378,2.4916810482057112
1,1,163,1.6300000000000001,2.1575253769862943,0.01,2.383607895385378,2.4916810482057112
1,1,164,1.6400000000000001,2.162842024881717,0.01,2.383607895385378,2.4916810482057112
1,1,165,1.6500000000000001,2.142299670444023,0.01,2.383607895385378,2.4916810482057112
1,1,166,1.6600000000000001,2.1711227930875148,0.01,2.383607895385378,2.4916810482057112
1,1,167,1.67,2.1840753380970015,0.01,2.383607895385378,2.4916810482057112
1,1,168,1.68,2.191473505694192,0.01,2.383607895385378,2.4916810482057112
1,1,169,1.69,2.177907331258516,0.01,2.383607895385378,2.4916810482057112
1,1,170,1.7,2.187143088228228,0.01,2.383607895385378,2.4916810482057112
1,1,171,1.71,2.1937805574456513,0.01,2.383607895385378,2.4916810482057112
1,1,172,1.72,2.1962511499811166,0.01,2.383607895385378,2.4916810482057112
1,1,173,1.73,2.200733930737005,0.01,2.383607895385378,2.4916810482057112
1,1,174,1.74,2.21256380805566,0.01,2.383607895385378,2.4916810482057112
1,1,175,1.75,2.2001156986094372,0.01,2.383607895385378,2.4916810482057112
1,1,176,1.76,2.1970317437162934,0.01,2.383607895385378,2.4916810482057112
1,1,177,1.77,2.2035971876866323,0.01,2.383607895385378,2.4916810482057112
1,1,178,1.78,2.2379916720111686,0.01,2.383607895385378,2.4916810482057112
1,1,179,1.79,2.2137648196747044,0.01,2.383607895385378,2.4916810482057112
1,1,180,1.8,2.2180561426732446,0.01,2.383607895385378,2.4916810482057112
1,1,181,1.81,2.2308621396088477,0.01,2.383607895385378,2.4916810482057112
1,1,182,1.82,2.240005323955713,0.01,2.383607895385378,2.4916810482057112
1,1,183,1.83,2.2285731935425197,0.01,2.383607895385378,2.4916810482057112
1,1,184,1.84,2.2334293974319923,0.01,2.383607895385378,2.4916810482057112
1,1,185,1.85,2.251025365376803,0.01,2.383607895385378,2.4916810482057112
1,1,186,1.86,2.2250942809107914,0.01,2.383607895385378,2.4916810482057112
1,1,187,1.87,2.2401440405136945,0.01,2.383607895385378,2.4916810482057112
1,1,188,1.8800000000000001,2.2490313614702675,0.01,2.383607895385378,2.4916810482057112
1,1,189,1.8900000000000001,2.2584513332359752,0.01,2.383607895385378,2.4916810482057112
1,1,190,1.9000000000000001,2.2661944634288504,0.01,2.383607895385378,2.4916810482057112
1,1,191,1.9100000000000001,2.261885644055902,0.01,2.383607895385378,2.4916810482057112
1,1,192,1.92,2.2708130974607816,0.01,2.383607895385378,2.4916810482057112
1,1,193,1.93,2.2726515115056767,0.01,2.383607895385378,2.4916810482057112
1,1,194,1.94,2.262175539057262,0.01,2.383607895385378,2.4916810482057112
1,1,195,1.95,2.270693861639215,0.01,2.383607895385378,2.4916810482057112
1,1,196,1.96,2.2779268059771653,0.01,2.383607895385378,2.4916810482057112
1,1,197,1.97,2.2749446713516686,0.01,2.383607895385378,2.4916810482057112
1,1,198,1.98,2.288621753869345,0.01,2.383607895385378,2.4916810482057112
1,1,199,1.99,2.2818237603016267,0.01,2.383607895385378,2.4916810482057112
1,1,200,2.0,2.300346176207844,0.01,2.383607895385378,2.4916810482057112
1,1,201,2.0100000000000002,2.2914691284641227,0.01,2.383607895385378,2.4916810482057112
1,1,202,2.02,2.3051732664665012,0.01,2.383607895385378,2.4916810482057112
1,1,203,2.0300000000000002,2.317449490843143,0.01,2.383607895385378,2.4916810482057112
1,1,204,2.04,2.3093413072068967,0.01,2.383607895385378,2.4916810482057112
1,1,205,2.05,2.3213721645478347,0.01,2.383607895385378,2.4916810482057112
1,1,206,2.06,2.3104808840204543,0.01,2.383607895385378,2.4916810482057112
1,1,207,2.07,2.3282808490688645,0.01,2.383607895385378,2.4916810482057112
1,1,208,2.08,2.318370161925604,0.01,2.383607895385378,2.4916810482057112
1,1,209,2.09,2.3109956501363462,0.01,2.383607895385378,2.4916810482057112
1,1,210,2.1,2.3237073010622544,0.01,2.383607895385378,2.4916810482057112
1,1,211,2.11,2.3417207240943743,0.01,2.383607895385378,2.4916810482057112
1,1,212,2.12,2.330973634487272,0.01,2.383607895385378,2.4916810482057112
1,1,213,2.13,2.339153766644526,0.01,2.383607895385378,2.4916810482057112
1,1,214,2.14,2.343164131387511,0.01,2.383607895385378,2.4916810482057112
1,1,215,2.15,2.342478956295043,0.01,2.383607895385378,2.4916810482057112
1,1,216,2.16,2.352601362100706,0.01,2.383607895385378,2.4916810482057112
1,1,217,2.17,2.3528716648551584,0.01,2.383607895385378,2.4916810482057112
1,1,218,2.18,2.349048818745,0.01,2.383607895385378,2.4916810482057112
1,1,219,2.19,2.3613276215790644,0.01,2.383607895385378,2.4916810482057112
1,1,220,2.2,2.3502922049713395,0.01,2.383607895385378,2.4916810482057112
1,1,221,2.21,2.3447960670352526,0.01,2.383607895385378,2.4916810482057112
1,1,222,2.22,2.366661859727333,0.01,2.383607895385378,2.4916810482057112
1,1,223,2.23,2.3659992377016925,0.01,2.383607895385378,2.4916810482057112
1,1,224,2.24,2.356211926776005,0.01,2.383607895385378,2.4916810482057112
1,1,225,2.25,2.344533562929857,0.01,2.383607895385378,2.4916810482057112
1,1,226,2.2600000000000002,2.3705820444924015,0.01,2.383607895385378,2.4916810482057112
1,1,227,2.27,2.3801555556685083,0.01,2.383607895385378,2.4916810482057112
1,1,228,2.2800000000000002,2.354848756689052,0.01,2.383607895385378,2.4916810482057112
1,1,229,2.29,2.37342889576289,0.01,2.383607895385378,2.4916810482057112
1,1,230,2.3000000000000003,2.3687686430588615,0.01,2.383607895385378,2.4916810482057112
1,1,231,2.31,2.386520106539919,0.01,2.383607895385378,2.4916810482057112
1,1,232,2.32,2.3799011927189437,0.01,2.383607895385378,2.4916810482057112
1,1,233,2.33,2.396874903126223,0.01,2.383607895385378,2.4916810482057112
1,1,234,2.34,2.37648680995468,0.01,2.383607895385378,2.4916810482057112
1,1,235,2.35,2.375629512686349,0.01,2.383607895385378,2.4916810482057112
1,1,236,2.36,2.37956986603927,0.01,2.383607895385378,2.4916810482057112
1,1,237,2.37,2.395636519413754,0.01,2.383607895385378,2.4916810482057112
1,1,238,2.38,2.415784739171094,0.01,2.383607895385378,2.4916810482057112
1,1,239,2.39,2.3882375663865276,0.01,2.383607895385378,2.4916810482057112
1,1,240,2.4,2.383923626185817,0.01,2.383607895385378,2.4916810482057112
1,1,241,2.41,2.386863096217021,0.01,2.383607895385378,2.4916810482057112
1,1,242,2.42,2.3954038650184533,0.01,2.383607895385378,2.4916810482057112
1,1,243,2.43,2.403045836652908,0.01,2.383607895385378,2.4916810482057112
1,1,244,2.44,2.3830172946591905,0.01,2.383607895385378,2.4916810482057112
1,1,245,2.45,2.4075607020766805,0.01,2.383607895385378,2.4916810482057112
1,1,246,2.46,2.389659775558872,0.01,2.383607895385378,2.4916810482057112
1,1,247,2.47,2.410851614135071,0.01,2.383607895385378,2.4916810482057112
1,1,248,2.48,2.4246048787567993,0.01,2.383607895385378,2.4916810482057112
1,1,249,2.49,2.4105165967733098,0.01,2.383607895385378,2.4916810482057112
1,1,250,2.5,2.3903275512133058,0.01,2.383607895385378,2.4916810482057112
1,1,251,2.5100000000000002,2.4037077884829117,0.01,2.383607895385378,2.4916810482057112
1,1,252,2.52,2.425420798107984,0.01,2.383607895385378,2.4916810482057112
1,1,253,2.5300000000000002,2.398880333730303,0.01,2.383607895385378,2.4916810482057112
1,1,254,2.54,2.3997085699263887,0.01,2.383607895385378,2.4916810482057112
1,1,255,2.5500000000000003,2.41285341750242,0.01,2.383607895385378,2.4916810482057112
1,1,256,2.56,2.41773726439557,0.01,2.383607895385378,2.4916810482057112
1,1,257,2.57,2.431951822521861,0.01,2.383607895385378,2.4916810482057112
1,1,258,2.58,2.4201451429179976,0.01,2.383607895385378,2.4916810482057112
1,1,259,2.59,2.3967316053271492,0.01,2.383607895385378,2.4916810482057112
1,1,260,2.6,2.422003568581586,0.01,2.383607895385378,2.4916810482057112
1,1,261,2.61,2.4449532758829635,0.01,2.383607895385378,2.4916810482057112
1,1,262,2.62,2.4119963627401932,0.01,2.383607895385378,2.4916810482057112
1,1,263,2.63,2.432593645638007,0.01,2.383607895385378,2.4916810482057112
1,1,264,2.64,2.4299148490082443,0.01,2.383607895385378,2.4916810482057112
1,1,265,2.65,2.418538602480541,0.01,2.383607895385378,2.4916810482057112
1,1,266,2.66,2.4137968530014,0.01,2.383607895385378,2.4916810482057112
1,1,267,2.67,2.4345814111941797,0.01,2.383607895385378,2.4916810482057112
1,1,268,2.68,2.4184203016274135,0.01,2.383607895385378,2.4916810482057112
1,1,269,2.69,2.4341082934228866,0.01,2.383607895385378,2.4916810482057112
1,1,270,2.7,2.4152620842369252,0.01,2.383607895385378,2.4916810482057112
1,1,271,2.71,2.4408643605141433,0.01,2.383607895385378,2.4916810482057112
1,1,272,2.72,2.418391632872419,0.01,2.383607895385378,2.4916810482057112
1,1,273,2.73,2.425891167538821,0.01,2.383607895385378,2.4916810482057112
1,1,274,2.74,2.421395428663859,0.01,2.383607895385378,2.4916810482057112
1,1,275,2.75,2.428306658555874,0.01,2.383607895385378,2.4916810482057112
1,1,276,2.7600000000000002,2.4300773179990323,0.01,2.383607895385378,2.4916810482057112
1,1,277,2.77,2.4403208712660955,0.01,2.383607895385378,2.4916810482057112
1,1,278,2.7800000000000002,2.4130123826714924,0.01,2.383607895385378,2.4916810482057112
1,1,279,2.79,2.4188623257916047,0.01,2.383607895385378,2.4916810482057112
1,1,280,2.8000000000000003,2.4213969177956,0.01,2.383607895385378,2.4916810482057112
1,1,281,2.81,2.4282078284623076,0.01,2.383607895385378,2.4916810482057112
1,1,282,2.82,2.4173966569921936,0.01,2.383607895385378,2.4916810482057112
1,1,283,2.83,2.4404463634571454,0.01,2.383607895385378,2.4916810482057112
1,1,284,2.84,2.4111235953975716,0.01,2.383607895385378,2.4916810482057112
1,1,285,2.85,2.430643172548036,0.01,2.383607895385378,2.4916810482057112
1,1,286,2.86,2.4141084451056507,0.01,2.383607895385378,2.4916810482057112
1,1,287,2.87,2.428365480548943,0.01,2.383607895385378,2.4916810482057112
1,1,288,2.88,2.410807413462809,0.01,2.383607895385378,2.4916810482057112
1,1,289,2.89,2.4418018149254177,0.01,2.383607895385378,2.4916810482057112
1,1,290,2.9,2.4195377979592094,0.01,2.383607895385378,2.4916810482057112
1,1,291,2.91,2.437363193886483,0.01,2.383607895385378,2.4916810482057112
1,1,292,2.92,2.4348349775124483,0.01,2.383607895385378,2.4916810482057112
1,1,293,2.93,2.429015954540279,0.01,2.383607895385378,2.4916810482057112
1,1,294,2.94,2.416883111482853,0.01,2.383607895385378,2.4916810482057112
1,1,295,2.95,2.4452236815765613,0.01,2.383607895385378,2.4916810482057112
1,1,296,2.96,2.4273718174771255,0.01,2.383607895385378,2.4916810482057112
1,1,297,2.97,2.430418007970692,0.01,2.383607895385378,2.4916810482057112
1,1,298,2.98,2.436938776845128,0.01,2.383607895385378,2.4916810482057112
1,1,299,2.99,2.4207189602366173,0.01,2.383607895385378,2.4916810482057112
1,1,300,3.0,2.43434055985213,0.01,2.383607895385378,2.4916810482057112
1,1,301,3.0100000000000002,2.416723322777019,0.01,2.383607895385378,2.4916810482057112
1,1,302,3.02,2.43403613143463,0.01,2.383607895385378,2.4916810482057112
1,1,303,3.0300000000000002,2.4164018082788634,0.01,2.383607895385378,2.4916810482057112
1,1,304,3.04,2.4233553711429163,0.01,2.383607895385378,2.4916810482057112
1,1,305,3.0500000000000003,2.419823579945381,0.01,2.383607895385378,2.4916810482057112
1,1,306,3.06,2.40341909411423,0.01,2.383607895385378,2.4916810482057112
1,1,307,3.0700000000000003,2.4440453889593083,0.01,2.383607895385378,2.4916810482057112
1,1,308,3.08,2.4212426997788445,0.01,2.383607895385378,2.4916810482057112
1,1,309,3.09,2.4303045309439466,0.01,2.383607895385378,2.4916810482057112
1,1,310,3.1,2.4262847890097805,0.01,2.383607895385378,2.4916810482057112
1,1,311,3.11,2.4374103862075347,0.01,2.383607895385378,2.4916810482057112
1,1,312,3.12,2.425022399250985,0.01,2.383607895385378,2.4916810482057112
1,1,313,3.13,2.42700082583499,0.01,2.383607895385378,2.4916810482057112
1,1,314,3.14,2.4159303854084846,0.01,2.383607895385378,2.4916810482057112
1,1,315,3.15,2.4193894929720976,0.01,2.383607895385378,2.4916810482057112
1,1,316,3.16,2.4196970378917446,0.01,2.383607895385378,2.4916810482057112
1,1,317,3.17,2.4323408181090396,0.01,2.383607895385378,2.4916810482057112
1,1,318,3.18,2.429917731979877,0.01,2.383607895385378,2.4916810482057112
1,1,319,3.19,2.4143994659658534,0.01,2.383607895385378,2.4916810482057112
1,1,320,3.2,2.4298494869870098,0.01,2.383607895385378,2.4916810482057112
1,1,321,3.21,2.4211311746749473,0.01,2.383607895385378,2.4916810482057112
1,1,322,3.22,2.404688770325386,0.01,2.383607895385378,2.4916810482057112
1,1,323,3.23,2.433196003859581,0.01,2.383607895385378,2.4916810482057112
1,1,324,3.24,2.4180052278789135,0.01,2.383607895385378,2.4916810482057112
1,1,325,3.25,2.4311538281865714,0.01,2.383607895385378,2.4916810482057112
1,1,326,3.2600000000000002,2.4220753276684155,0.01,2.383607895385378,2.4916810482057112
1,1,327,3.27,2.4078552832265805,0.01,2.383607895385378,2.4916810482057112
1,1,328,3.2800000000000002,2.4361502770167056,0.01,2.383607895385378,2.4916810482057112
1,1,329,3.29,2.4083943386139564,0.01,2.383607895385378,2.4916810482057112
1,1,330,3.3000000000000003,2.4297181016058493,0.01,2.383607895385378,2.4916810482057112
1,1,331,3.31,2.408232020953966,0.01,2.383607895385378,2.4916810482057112
1,1,332,3.3200000000000003,2.4261693527966313,0.01,2.383607895385378,2.4916810482057112
1,1,333,3.33,2.4218250614039643,0.01,2.383607895385378,2.4916810482057112
1,1,334,3.34,2.412863533680138,0.01,2.383607895385378,2.4916810482057112
1,1,335,3.35,2.437340988031903,0.01,2.383607895385378,2.4916810482057112
1,1,336,3.36,2.4186280506822335,0.01,2.383607895385378,2.4916810482057112
1,1,337,3.37,2.411253158251104,0.01,2.383607895385378,2.4916810482057112
1,1,338,3.38,2.4266029864832066,0.01,2.383607895385378,2.4916810482057112
1,1,339,3.39,2.406106793791799,0.01,2.383607895385378,2.4916810482057112
1,1,340,3.4,2.4251511190089405,0.01,2.383607895385378,2.4916810482057112
1,1,341,3.41,2.4313423863875827,0.01,2.383607895385378,2.4916810482057112
1,1,342,3.42,2.4201046833360094,0.01,2.383607895385378,2.4916810482057112
1,1,343,3.43,2.4133838231295908,0.01,2.383607895385378,2.4916810482057112
1,1,344,3.44,2.4152908375694238,0.01,2.383607895385378,2.4916810482057112
1,1,345,3.45,2.4151334157382567,0.01,2.383607895385378,2.4916810482057112
